STUDY_ID	SAMPLE_ID	CEACAM5
brca_metabric	MB-3378	5.624720146
brca_metabric	MB-3379	5.655266128
brca_metabric	MB-3381	5.894571321
brca_metabric	MB-3382	6.108631979
brca_metabric	MB-3383	5.641535864
brca_metabric	MB-3386	8.345543335
brca_metabric	MB-3388	5.723415544
brca_metabric	MB-3389	7.122208669
brca_metabric	MB-3395	5.334453434
brca_metabric	MB-3396	5.777832123
brca_metabric	MB-3402	5.938089166
brca_metabric	MB-3403	5.418746969
brca_metabric	MB-3412	7.687455991
brca_metabric	MB-3417	6.686198258
brca_metabric	MB-3429	5.329028985
brca_metabric	MB-3430	5.756255964
brca_metabric	MB-3435	8.254172509
brca_metabric	MB-3436	5.471858378
brca_metabric	MB-3437	8.312577543
brca_metabric	MB-3439	6.151781423
brca_metabric	MB-3450	8.179006247
brca_metabric	MB-3452	7.301500492
brca_metabric	MB-3453	5.534931213
brca_metabric	MB-3459	5.562960019
brca_metabric	MB-3462	5.419652274
brca_metabric	MB-3466	5.64732851
brca_metabric	MB-3467	5.541840582
brca_metabric	MB-3470	5.405778804
brca_metabric	MB-3476	5.478656345
brca_metabric	MB-3479	5.274560921
brca_metabric	MB-3487	5.508470106
brca_metabric	MB-3488	5.655343928
brca_metabric	MB-3490	6.199642962
brca_metabric	MB-3492	5.582902335
