STUDY_ID	SAMPLE_ID	AKR1C3
brca_metabric	MB-0210	NA
brca_metabric	MB-0215	0.5434
brca_metabric	MB-0222	0.3388
brca_metabric	MB-0228	1.3205
brca_metabric	MB-0229	-0.5803
brca_metabric	MB-0234	-0.3436
brca_metabric	MB-0239	1.4076
brca_metabric	MB-0245	0.3586
brca_metabric	MB-0263	0.5529
brca_metabric	MB-0266	1.0471
brca_metabric	MB-0279	0.9628
brca_metabric	MB-0281	NA
brca_metabric	MB-0282	1.4369
brca_metabric	MB-0299	NA
brca_metabric	MB-0302	1.0822
brca_metabric	MB-0312	0.1139
brca_metabric	MB-0319	-1.3519
brca_metabric	MB-0320	1.2236
brca_metabric	MB-0326	NA
brca_metabric	MB-0327	NA
brca_metabric	MB-0328	-0.3468
brca_metabric	MB-0341	0.3949
brca_metabric	MB-0342	1.4973
brca_metabric	MB-0344	0.95
brca_metabric	MB-0351	NA
brca_metabric	MB-0363	-0.9655
brca_metabric	MB-0366	0.371
brca_metabric	MB-0367	0.8199
brca_metabric	MB-0369	-0.0854
brca_metabric	MB-0394	0.4896
brca_metabric	MB-0403	NA
brca_metabric	MB-0410	0.8713
brca_metabric	MB-0411	-0.033
brca_metabric	MB-0423	NA
brca_metabric	MB-0427	-0.6599
brca_metabric	MB-0429	-0.1424
brca_metabric	MB-0431	1.1236
brca_metabric	MB-0435	NA
brca_metabric	MB-0437	0.2656
brca_metabric	MB-0444	0.0137
brca_metabric	MB-0460	1.5771
brca_metabric	MB-0470	-0.6481
brca_metabric	MB-0472	-1.3839
brca_metabric	MB-0485	1.9861
brca_metabric	MB-0488	1.5313
brca_metabric	MB-0491	-0.12
brca_metabric	MB-0492	-1.638
brca_metabric	MB-0499	NA
brca_metabric	MB-0514	-0.8796
brca_metabric	MB-0521	0.5018
brca_metabric	MB-0522	0.9023
brca_metabric	MB-0539	NA
brca_metabric	MB-0540	-0.5767
brca_metabric	MB-0547	NA
brca_metabric	MB-0578	1.0674
brca_metabric	MB-0582	-1.3675
brca_metabric	MB-0583	-0.202
brca_metabric	MB-0586	0.5429
brca_metabric	MB-0587	-0.66
brca_metabric	MB-0589	1.5044
brca_metabric	MB-0592	NA
brca_metabric	MB-0593	0.0228
brca_metabric	MB-0596	0.3285
brca_metabric	MB-0600	-0.0049
brca_metabric	MB-0605	0.3526
brca_metabric	MB-0606	-2.0008
brca_metabric	MB-0621	1.0086
brca_metabric	MB-0634	1.2241
brca_metabric	MB-0638	1.1192
brca_metabric	MB-0646	0.2939
brca_metabric	MB-0653	-2.2961
brca_metabric	MB-0657	1.574
brca_metabric	MB-0876	NA
brca_metabric	MB-0885	NA
brca_metabric	MB-0906	0.2623
brca_metabric	MB-0907	NA
brca_metabric	MB-2536	0.8481
brca_metabric	MB-2556	1.6346
brca_metabric	MB-2610	0.7356
brca_metabric	MB-2614	0.9706
brca_metabric	MB-2616	1.3068
brca_metabric	MB-2708	0.6135
brca_metabric	MB-2712	-0.0962
brca_metabric	MB-2718	1.3436
brca_metabric	MB-2744	0.9091
brca_metabric	MB-2745	0.1382
brca_metabric	MB-2750	0.1008
brca_metabric	MB-2752	0.2775
brca_metabric	MB-2754	0.2107
brca_metabric	MB-2769	0.347
brca_metabric	MB-2770	0.847
brca_metabric	MB-2772	0.7324
brca_metabric	MB-2790	-0.1272
brca_metabric	MB-2796	1.5958
brca_metabric	MB-2797	0.1228
brca_metabric	MB-2815	1.1015
brca_metabric	MB-2819	-0.2994
brca_metabric	MB-2823	1.5447
brca_metabric	MB-2840	0.6924
brca_metabric	MB-2845	1.7624
brca_metabric	MB-2851	1.0406
brca_metabric	MB-2854	0.8343
brca_metabric	MB-2858	-1.0348
brca_metabric	MB-2900	1.2827
brca_metabric	MB-2927	0.1875
brca_metabric	MB-2944	0.2072
brca_metabric	MB-2963	0.4995
brca_metabric	MB-2970	0.7656
brca_metabric	MB-2990	0.5994
brca_metabric	MB-3002	1.0386
brca_metabric	MB-3008	0.7708
brca_metabric	MB-3021	0.0608
brca_metabric	MB-3037	0.1276
brca_metabric	MB-3049	0.9073
brca_metabric	MB-3064	0.3395
brca_metabric	MB-3079	-1.0144
brca_metabric	MB-3085	1.3417
brca_metabric	MB-3092	-1.4428
brca_metabric	MB-3110	0.2958
brca_metabric	MB-3222	0.2321
brca_metabric	MB-3228	0.1852
brca_metabric	MB-3266	-0.2322
brca_metabric	MB-3350	-1.3607
brca_metabric	MB-3357	-0.6098
brca_metabric	MB-3378	1.2972
brca_metabric	MB-3379	-0.3355
brca_metabric	MB-3389	-2.1687
brca_metabric	MB-3417	-1.1212
brca_metabric	MB-3429	1.1776
brca_metabric	MB-3439	0.4024
brca_metabric	MB-3467	-0.0361
brca_metabric	MB-3510	0.7659
brca_metabric	MB-3530	-1.1313
brca_metabric	MB-3567	-0.0343
brca_metabric	MB-3576	-0.8903
brca_metabric	MB-3781	0.3785
brca_metabric	MB-3850	0.2683
brca_metabric	MB-3854	0.7957
brca_metabric	MB-4005	1.008
brca_metabric	MB-4017	-0.7867
brca_metabric	MB-4018	1.2777
brca_metabric	MB-4033	0.6217
brca_metabric	MB-4046	-0.3524
brca_metabric	MB-4171	-0.6453
brca_metabric	MB-4289	-0.4009
brca_metabric	MB-4293	-0.3588
brca_metabric	MB-4306	-1.4141
brca_metabric	MB-4313	0.4623
brca_metabric	MB-4343	-1.4991
brca_metabric	MB-4484	0.3328
brca_metabric	MB-4557	-0.1497
brca_metabric	MB-4618	1.2129
brca_metabric	MB-4623	0.5247
brca_metabric	MB-4627	-0.1507
brca_metabric	MB-4633	0.4366
brca_metabric	MB-4634	-0.5776
brca_metabric	MB-4667	-0.4391
brca_metabric	MB-4695	1.3191
brca_metabric	MB-4697	-0.0309
brca_metabric	MB-4698	0.3223
brca_metabric	MB-4704	0.4625
brca_metabric	MB-4708	0.3108
brca_metabric	MB-4716	0.4949
brca_metabric	MB-4718	1.0051
brca_metabric	MB-4721	-0.0756
brca_metabric	MB-4730	-1.2337
brca_metabric	MB-4738	0.4073
brca_metabric	MB-4739	-0.7188
brca_metabric	MB-4741	1.2105
brca_metabric	MB-4742	0.2854
brca_metabric	MB-4743	0.9043
brca_metabric	MB-4749	0.2447
brca_metabric	MB-4764	0.0533
brca_metabric	MB-4778	1.0106
brca_metabric	MB-4797	0.3108
brca_metabric	MB-4798	-0.1665
brca_metabric	MB-4818	-1.6965
brca_metabric	MB-4822	0.4822
brca_metabric	MB-4823	NA
brca_metabric	MB-4828	-0.6097
brca_metabric	MB-4829	0.5048
brca_metabric	MB-4846	-0.575
brca_metabric	MB-4853	0.4458
brca_metabric	MB-4860	0.4157
brca_metabric	MB-4872	0.3166
brca_metabric	MB-4876	0.8136
brca_metabric	MB-4897	0.9659
brca_metabric	MB-4957	-1.3336
brca_metabric	MB-4965	-0.7048
brca_metabric	MB-4966	0.1204
brca_metabric	MB-4968	0.0384
brca_metabric	MB-4978	1.1272
brca_metabric	MB-4981	0.5035
brca_metabric	MB-4992	-0.3132
brca_metabric	MB-4998	1.4751
brca_metabric	MB-5011	1.3655
brca_metabric	MB-5020	-0.6629
brca_metabric	MB-5022	NA
brca_metabric	MB-5027	0.0505
brca_metabric	MB-5035	-0.6573
brca_metabric	MB-5043	-0.0715
brca_metabric	MB-5049	-1.0093
brca_metabric	MB-5050	0.8154
brca_metabric	MB-5058	1.0427
brca_metabric	MB-5059	-0.5267
brca_metabric	MB-5065	-1.1292
brca_metabric	MB-5074	0.1137
brca_metabric	MB-5110	-0.0702
brca_metabric	MB-5121	-0.6988
brca_metabric	MB-5122	0.7204
