STUDY_ID	SAMPLE_ID	ANGPTL4
brca_metabric	MB-3754	0.5096
brca_metabric	MB-3781	-0.2605
brca_metabric	MB-3797	-0.7968
brca_metabric	MB-3824	-0.6678
brca_metabric	MB-3838	-0.6186
brca_metabric	MB-3840	-0.273
brca_metabric	MB-3842	0.0191
brca_metabric	MB-3850	-1.2483
brca_metabric	MB-3852	-1.8163
brca_metabric	MB-3854	1.3271
brca_metabric	MB-3865	0.4328
brca_metabric	MB-3866	2.901
brca_metabric	MB-3871	1.3653
brca_metabric	MB-3874	-0.3048
brca_metabric	MB-3978	0.0147
brca_metabric	MB-4000	-0.7258
brca_metabric	MB-4001	-0.8413
brca_metabric	MB-4003	-0.0293
brca_metabric	MB-4004	-1.5139
brca_metabric	MB-4005	0.3346
brca_metabric	MB-4008	-0.4827
brca_metabric	MB-4010	0.5078
brca_metabric	MB-4011	-0.398
brca_metabric	MB-4012	-0.8475
brca_metabric	MB-4015	1.9276
brca_metabric	MB-4017	-1.2964
brca_metabric	MB-4018	0.5621
brca_metabric	MB-4024	0.8456
brca_metabric	MB-4033	0.4083
brca_metabric	MB-4046	-0.7968
brca_metabric	MB-4059	0.1983
brca_metabric	MB-4079	-1.1191
brca_metabric	MB-4091	-1.2924
brca_metabric	MB-4098	-0.5774
brca_metabric	MB-4119	-0.6811
brca_metabric	MB-4120	-0.4628
brca_metabric	MB-4126	1.2118
brca_metabric	MB-4127	-0.5519
brca_metabric	MB-4139	-0.088
brca_metabric	MB-4140	-1.8713
brca_metabric	MB-4141	0.7413
brca_metabric	MB-4145	0.2044
brca_metabric	MB-4146	-1.6944
brca_metabric	MB-4148	-0.6528
brca_metabric	MB-4154	0.0427
brca_metabric	MB-4171	0.6365
brca_metabric	MB-4173	-0.4714
brca_metabric	MB-4189	-1.7359
brca_metabric	MB-4212	-1.2133
brca_metabric	MB-4213	-1.3146
brca_metabric	MB-4222	-0.9552
brca_metabric	MB-4224	0.987
brca_metabric	MB-4230	1.302
brca_metabric	MB-4233	0.7833
brca_metabric	MB-4234	-0.4171
brca_metabric	MB-4235	1.8039
brca_metabric	MB-4236	-0.703
brca_metabric	MB-4250	0.1349
brca_metabric	MB-4254	0.1452
brca_metabric	MB-4264	0.0535
brca_metabric	MB-4266	-0.2788
brca_metabric	MB-4270	-0.5383
brca_metabric	MB-4274	1.1912
brca_metabric	MB-4276	1.1663
brca_metabric	MB-4278	-1.7983
brca_metabric	MB-4281	0.2966
brca_metabric	MB-4282	-1.6588
brca_metabric	MB-4283	-1.4906
brca_metabric	MB-4289	1.7446
brca_metabric	MB-4292	-0.2044
brca_metabric	MB-4293	-0.9502
brca_metabric	MB-4300	1.2603
brca_metabric	MB-4303	1.7513
brca_metabric	MB-4306	-1.5663
brca_metabric	MB-4310	0.8956
brca_metabric	MB-4313	1.4141
brca_metabric	MB-4317	-0.4864
brca_metabric	MB-4318	-0.7274
brca_metabric	MB-4322	-0.2253
brca_metabric	MB-4323	-0.5724
brca_metabric	MB-4324	-0.2242
brca_metabric	MB-4328	-0.4886
brca_metabric	MB-4329	-0.417
brca_metabric	MB-4331	-0.0584
brca_metabric	MB-4332	0.1355
brca_metabric	MB-4333	-0.6069
brca_metabric	MB-4339	-0.0401
brca_metabric	MB-4341	2.2633
brca_metabric	MB-4342	-1.1308
brca_metabric	MB-4343	-1.8631
brca_metabric	MB-4348	0.5108
brca_metabric	MB-4350	0.6692
brca_metabric	MB-4351	2.467
brca_metabric	MB-4353	-0.9019
brca_metabric	MB-4354	-0.1178
brca_metabric	MB-4357	-0.4197
brca_metabric	MB-4360	2.0913
brca_metabric	MB-4362	-0.2839
brca_metabric	MB-4368	0.1643
brca_metabric	MB-4374	-0.0294
brca_metabric	MB-4375	1.4714
brca_metabric	MB-4381	-0.2517
brca_metabric	MB-4390	-0.641
brca_metabric	MB-4395	-0.728
brca_metabric	MB-4407	0.8835
brca_metabric	MB-4408	1.2899
brca_metabric	MB-4416	0.0215
brca_metabric	MB-4417	-0.808
brca_metabric	MB-4418	-0.5238
brca_metabric	MB-4421	-0.7964
brca_metabric	MB-4426	2.3957
brca_metabric	MB-4434	0.2805
brca_metabric	MB-4442	0.3165
brca_metabric	MB-4484	0.5311
brca_metabric	MB-4529	0.8584
brca_metabric	MB-4548	-0.3568
brca_metabric	MB-4557	0.3238
brca_metabric	MB-4564	-1.1815
brca_metabric	MB-4578	-0.05
brca_metabric	MB-4591	-1.3444
brca_metabric	MB-4593	-0.7401
brca_metabric	MB-4598	-0.3718
brca_metabric	MB-4599	-0.9711
brca_metabric	MB-4601	1.0153
brca_metabric	MB-4602	-1.788
brca_metabric	MB-4603	-0.4414
brca_metabric	MB-4607	-0.9882
brca_metabric	MB-4616	-1.0665
brca_metabric	MB-4618	-1.6478
brca_metabric	MB-4621	1.8091
brca_metabric	MB-4622	0.2933
brca_metabric	MB-4623	-0.1793
brca_metabric	MB-4626	-1.7771
brca_metabric	MB-4627	-1.1365
brca_metabric	MB-4630	-0.9702
brca_metabric	MB-4633	0.3674
brca_metabric	MB-4634	-0.3451
brca_metabric	MB-4639	1.7483
brca_metabric	MB-4640	0.6763
brca_metabric	MB-4641	-0.5288
brca_metabric	MB-4642	0.0752
brca_metabric	MB-4643	-0.4114
brca_metabric	MB-4644	-0.1229
brca_metabric	MB-4648	-0.4769
brca_metabric	MB-4649	-0.5837
brca_metabric	MB-4651	-0.6843
brca_metabric	MB-4653	1.0145
brca_metabric	MB-4654	0.3658
brca_metabric	MB-4655	-0.7696
brca_metabric	MB-4660	-1.9829
brca_metabric	MB-4661	-0.4779
brca_metabric	MB-4663	2.2973
brca_metabric	MB-4665	0.2735
brca_metabric	MB-4666	0.0025
brca_metabric	MB-4667	-0.3952
brca_metabric	MB-4669	-0.7421
brca_metabric	MB-4670	-0.6986
brca_metabric	MB-4671	-0.2304
brca_metabric	MB-4672	-1.1634
brca_metabric	MB-4673	-0.6117
brca_metabric	MB-4674	-0.8779
brca_metabric	MB-4675	-0.7339
brca_metabric	MB-4679	-0.885
brca_metabric	MB-4681	-0.112
brca_metabric	MB-4682	1.1939
brca_metabric	MB-4685	-0.0557
brca_metabric	MB-4686	-0.432
brca_metabric	MB-4687	-0.4942
brca_metabric	MB-4688	-0.785
brca_metabric	MB-4691	-1.0799
brca_metabric	MB-4692	0.7563
brca_metabric	MB-4694	-0.9108
brca_metabric	MB-4695	1.3464
brca_metabric	MB-4696	1.5422
brca_metabric	MB-4697	0.816
brca_metabric	MB-4698	0.7496
brca_metabric	MB-4701	-0.1466
brca_metabric	MB-4702	-1.1736
brca_metabric	MB-4704	-0.881
brca_metabric	MB-4705	0.5218
brca_metabric	MB-4706	-0.7892
brca_metabric	MB-4707	0.4227
brca_metabric	MB-4708	-0.4778
brca_metabric	MB-4709	-0.5639
brca_metabric	MB-4710	0.5677
brca_metabric	MB-4711	0.7536
brca_metabric	MB-4712	0.7262
brca_metabric	MB-4714	-0.9952
brca_metabric	MB-4715	0.0042
brca_metabric	MB-4716	0.2962
brca_metabric	MB-4717	0.6062
brca_metabric	MB-4718	0.8671
brca_metabric	MB-4719	0.1494
brca_metabric	MB-4721	-0.3472
brca_metabric	MB-4722	0.4832
brca_metabric	MB-4723	-0.3865
brca_metabric	MB-4724	0.9597
brca_metabric	MB-4725	-1.0361
brca_metabric	MB-4729	-0.3636
brca_metabric	MB-4730	-1.0041
brca_metabric	MB-4731	0.799
brca_metabric	MB-4732	0.6335
brca_metabric	MB-4733	-0.9184
brca_metabric	MB-4735	-0.5136
brca_metabric	MB-4737	-0.4668
brca_metabric	MB-4738	0.4974
brca_metabric	MB-4739	-0.0428
brca_metabric	MB-4741	-0.8215
brca_metabric	MB-4742	0.4442
brca_metabric	MB-4743	-0.5108
brca_metabric	MB-4744	-0.9722
brca_metabric	MB-4745	-0.2725
brca_metabric	MB-4746	0.4991
brca_metabric	MB-4749	0.4395
brca_metabric	MB-4750	0.0646
brca_metabric	MB-4752	-1.27
brca_metabric	MB-4757	1.4725
brca_metabric	MB-4758	1.2317
brca_metabric	MB-4760	-1.0014
brca_metabric	MB-4762	-1.06
brca_metabric	MB-4763	-0.1227
brca_metabric	MB-4764	0.0553
brca_metabric	MB-4767	-0.8482
brca_metabric	MB-4769	0.4661
brca_metabric	MB-4770	0.8641
brca_metabric	MB-4771	-0.8515
brca_metabric	MB-4778	-0.1653
brca_metabric	MB-4779	-0.9849
brca_metabric	MB-4782	0.9126
brca_metabric	MB-4784	1.3123
brca_metabric	MB-4785	-0.5246
brca_metabric	MB-4787	0.1577
brca_metabric	MB-4790	-0.2214
brca_metabric	MB-4791	-0.8295
brca_metabric	MB-4792	1.0435
brca_metabric	MB-4793	1.5225
brca_metabric	MB-4794	-0.6808
brca_metabric	MB-4796	-0.126
brca_metabric	MB-4797	0.2287
brca_metabric	MB-4798	0.1557
brca_metabric	MB-4800	-0.2769
brca_metabric	MB-4801	0.0566
brca_metabric	MB-4802	-1.465
brca_metabric	MB-4805	1.4999
brca_metabric	MB-4806	-0.0028
brca_metabric	MB-4809	1.3186
brca_metabric	MB-4814	1.2296
brca_metabric	MB-4818	-1.02
brca_metabric	MB-4820	-1.1184
brca_metabric	MB-4822	-0.2997
brca_metabric	MB-4825	-0.4598
brca_metabric	MB-4827	0.2187
brca_metabric	MB-4828	-1.9933
brca_metabric	MB-4829	0.4362
brca_metabric	MB-4832	-1.1818
brca_metabric	MB-4834	-1.0771
brca_metabric	MB-4836	0.1265
brca_metabric	MB-4838	-1.1035
brca_metabric	MB-4839	-0.2475
brca_metabric	MB-4843	-0.226
brca_metabric	MB-4845	-0.1965
brca_metabric	MB-4846	-0.369
brca_metabric	MB-4849	-0.6026
brca_metabric	MB-4851	0.0115
brca_metabric	MB-4853	0.067
brca_metabric	MB-4855	0.8781
brca_metabric	MB-4858	-0.3614
brca_metabric	MB-4859	0.1731
brca_metabric	MB-4860	-0.2226
brca_metabric	MB-4862	-0.44
brca_metabric	MB-4865	1.2038
brca_metabric	MB-4866	-0.801
brca_metabric	MB-4867	-0.4077
brca_metabric	MB-4869	-0.0886
brca_metabric	MB-4870	0.6716
brca_metabric	MB-4871	2.0028
brca_metabric	MB-4872	0.7401
brca_metabric	MB-4873	-0.169
brca_metabric	MB-4876	-0.681
brca_metabric	MB-4878	0.94
brca_metabric	MB-4879	0.3024
brca_metabric	MB-4880	-0.8073
brca_metabric	MB-4881	1.3521
brca_metabric	MB-4882	-0.5824
brca_metabric	MB-4883	-1.0225
brca_metabric	MB-4886	0.9051
brca_metabric	MB-4887	-0.6247
brca_metabric	MB-4888	0.8302
brca_metabric	MB-4893	-0.1209
brca_metabric	MB-4894	-0.3178
brca_metabric	MB-4896	-0.6634
brca_metabric	MB-4897	0.7767
brca_metabric	MB-4898	-1.0064
brca_metabric	MB-4899	0.5479
brca_metabric	MB-4900	0.7014
brca_metabric	MB-4904	-1.5253
brca_metabric	MB-4906	-0.3712
brca_metabric	MB-4908	-0.335
brca_metabric	MB-4911	0.1948
brca_metabric	MB-4912	2.5027
brca_metabric	MB-4925	0.6132
brca_metabric	MB-4928	0.3782
brca_metabric	MB-4929	1.7508
brca_metabric	MB-4930	0.5739
brca_metabric	MB-4931	-1.0989
brca_metabric	MB-4933	-1.2241
brca_metabric	MB-4934	-0.351
brca_metabric	MB-4935	0.003
brca_metabric	MB-4937	-0.9057
brca_metabric	MB-4938	2.4084
brca_metabric	MB-4941	0.1238
brca_metabric	MB-4942	-1.5389
brca_metabric	MB-4944	-1.4954
brca_metabric	MB-4945	0.9703
brca_metabric	MB-4949	-0.456
brca_metabric	MB-4950	-1.5017
brca_metabric	MB-4952	0.6521
brca_metabric	MB-4956	0.1875
brca_metabric	MB-4957	-2.0423
brca_metabric	MB-4959	0.3247
brca_metabric	MB-4961	-1.4819
brca_metabric	MB-4962	0.1329
brca_metabric	MB-4965	-0.7822
brca_metabric	MB-4966	-0.87
brca_metabric	MB-4967	1.3455
brca_metabric	MB-4968	-1.2681
brca_metabric	MB-4969	-0.7883
brca_metabric	MB-4970	-1.0921
brca_metabric	MB-4974	2.8998
brca_metabric	MB-4976	-1.1858
brca_metabric	MB-4977	-0.8622
brca_metabric	MB-4978	2.284
brca_metabric	MB-4981	0.0245
brca_metabric	MB-4982	2.1146
brca_metabric	MB-4986	1.0636
brca_metabric	MB-4987	1.5772
brca_metabric	MB-4991	-0.633
brca_metabric	MB-4992	-0.0455
brca_metabric	MB-4993	2.6551
brca_metabric	MB-4994	-0.7897
brca_metabric	MB-4996	0.158
brca_metabric	MB-4998	-0.1801
brca_metabric	MB-4999	0.1627
brca_metabric	MB-5001	-0.2488
brca_metabric	MB-5004	-0.3989
brca_metabric	MB-5008	1.2773
brca_metabric	MB-5011	0.5013
brca_metabric	MB-5013	-0.5129
brca_metabric	MB-5014	-1.1239
brca_metabric	MB-5015	-1.4174
brca_metabric	MB-5017	-0.0725
brca_metabric	MB-5018	-0.2385
brca_metabric	MB-5019	-0.2843
brca_metabric	MB-5020	-0.2977
brca_metabric	MB-5027	-0.1133
brca_metabric	MB-5033	-0.9806
brca_metabric	MB-5035	0.1868
brca_metabric	MB-5039	-0.1994
brca_metabric	MB-5040	-0.7652
brca_metabric	MB-5041	-1.828
brca_metabric	MB-5043	-0.4081
brca_metabric	MB-5044	-1.1679
brca_metabric	MB-5045	0.7855
brca_metabric	MB-5048	-1.1088
brca_metabric	MB-5049	-1.0353
brca_metabric	MB-5050	0.2046
brca_metabric	MB-5052	-0.7705
brca_metabric	MB-5053	-0.6304
brca_metabric	MB-5054	-0.3061
brca_metabric	MB-5057	0.9602
brca_metabric	MB-5058	1.6875
brca_metabric	MB-5059	-0.5375
brca_metabric	MB-5060	-0.7937
brca_metabric	MB-5061	-1.0216
brca_metabric	MB-5062	0.2136
brca_metabric	MB-5063	1.5909
brca_metabric	MB-5064	-1.0647
brca_metabric	MB-5065	-1.559
brca_metabric	MB-5066	-0.5249
brca_metabric	MB-5068	-1.859
brca_metabric	MB-5070	0.5104
brca_metabric	MB-5072	-1.0104
brca_metabric	MB-5073	0.6638
brca_metabric	MB-5074	0.4105
brca_metabric	MB-5078	1.3051
brca_metabric	MB-5079	0.443
brca_metabric	MB-5081	-1.263
brca_metabric	MB-5084	0.3373
brca_metabric	MB-5086	-0.8202
brca_metabric	MB-5088	-0.8256
brca_metabric	MB-5092	1.3125
brca_metabric	MB-5093	-0.9273
brca_metabric	MB-5097	-1.1139
brca_metabric	MB-5098	0.5502
brca_metabric	MB-5100	-0.9455
brca_metabric	MB-5101	-0.6225
brca_metabric	MB-5102	1.7075
brca_metabric	MB-5105	1.4288
brca_metabric	MB-5107	-1.0692
brca_metabric	MB-5110	-0.4033
brca_metabric	MB-5113	-0.4293
brca_metabric	MB-5114	0.5148
brca_metabric	MB-5115	0.0309
brca_metabric	MB-5116	-1.708
brca_metabric	MB-5117	-0.0378
brca_metabric	MB-5118	-0.1935
brca_metabric	MB-5119	-0.6101
brca_metabric	MB-5120	0.1067
brca_metabric	MB-5121	-1.1993
brca_metabric	MB-5122	-0.1853
brca_metabric	MB-5123	-1.1179
brca_metabric	MB-5124	-1.4474
brca_metabric	MB-5126	-1.5612
brca_metabric	MB-5127	-0.8763
brca_metabric	MB-5130	-0.9355
brca_metabric	MB-5134	-0.8291
brca_metabric	MB-5135	1.0362
brca_metabric	MB-5138	1.127
brca_metabric	MB-5139	-0.9995
brca_metabric	MB-5143	-0.1376
brca_metabric	MB-5144	0.465
brca_metabric	MB-5145	0.2817
brca_metabric	MB-5147	-1.0611
brca_metabric	MB-5148	0.7203
brca_metabric	MB-5150	-0.9886
brca_metabric	MB-5152	-1.2989
brca_metabric	MB-5154	0.4319
brca_metabric	MB-5155	-0.8412
brca_metabric	MB-5157	0.8876
brca_metabric	MB-5160	-1.1407
brca_metabric	MB-5161	-0.1495
brca_metabric	MB-5162	2.7218
brca_metabric	MB-5163	-1.222
brca_metabric	MB-5164	-0.6479
brca_metabric	MB-5166	-1.2976
brca_metabric	MB-5167	-0.9856
brca_metabric	MB-5169	-0.6007
brca_metabric	MB-5171	0.7148
brca_metabric	MB-5172	0.2027
brca_metabric	MB-5173	3.7177
brca_metabric	MB-5174	-0.2591
brca_metabric	MB-5175	-0.3843
brca_metabric	MB-5176	-1.2257
brca_metabric	MB-5177	-1.176
brca_metabric	MB-5178	0.6562
brca_metabric	MB-5179	0.2157
brca_metabric	MB-5182	-0.3949
brca_metabric	MB-5183	0.271
brca_metabric	MB-5184	0.8773
brca_metabric	MB-5185	-0.1412
brca_metabric	MB-5186	-0.1667
brca_metabric	MB-5188	0.2083
brca_metabric	MB-5189	0.1455
brca_metabric	MB-5190	1.3723
brca_metabric	MB-5191	0.1158
brca_metabric	MB-5193	-0.9685
brca_metabric	MB-5195	-0.6573
brca_metabric	MB-5196	0.4814
brca_metabric	MB-5197	-0.1849
brca_metabric	MB-5199	0.2363
brca_metabric	MB-5200	-0.5918
brca_metabric	MB-5201	-0.0375
brca_metabric	MB-5204	-0.6546
brca_metabric	MB-5205	-0.4863
brca_metabric	MB-5206	0.389
brca_metabric	MB-5208	1.628
brca_metabric	MB-5209	0.5353
brca_metabric	MB-5211	-0.1827
brca_metabric	MB-5212	-1.3748
brca_metabric	MB-5213	2.2656
brca_metabric	MB-5214	0.5821
brca_metabric	MB-5215	-1.1569
brca_metabric	MB-5218	-1.2487
brca_metabric	MB-5221	-0.7498
brca_metabric	MB-5222	-1.411
brca_metabric	MB-5223	-0.6742
brca_metabric	MB-5224	-0.4626
brca_metabric	MB-5225	-0.1461
brca_metabric	MB-5226	-0.369
brca_metabric	MB-5227	0.5894
brca_metabric	MB-5228	-0.1517
brca_metabric	MB-5229	1.0404
brca_metabric	MB-5230	0.1979
brca_metabric	MB-5231	-0.7837
brca_metabric	MB-5232	1.7779
brca_metabric	MB-5233	-0.8921
brca_metabric	MB-5235	0.5913
brca_metabric	MB-5236	-0.0707
brca_metabric	MB-5238	0.8168
brca_metabric	MB-5239	-0.8464
brca_metabric	MB-5240	-0.1277
brca_metabric	MB-5243	-0.2985
brca_metabric	MB-5244	-1.4051
brca_metabric	MB-5251	-0.2317
brca_metabric	MB-5253	0.4495
brca_metabric	MB-5256	-0.1696
brca_metabric	MB-5258	1.1354
brca_metabric	MB-5259	-0.4932
brca_metabric	MB-5260	0.4358
brca_metabric	MB-5261	-0.418
brca_metabric	MB-5264	-0.1388
brca_metabric	MB-5266	-0.8961
brca_metabric	MB-5267	0.1401
brca_metabric	MB-5268	-0.9349
brca_metabric	MB-5270	-0.8194
brca_metabric	MB-5271	-1.1833
brca_metabric	MB-5272	-1.5581
brca_metabric	MB-5273	-1.1593
brca_metabric	MB-5275	0.633
brca_metabric	MB-5277	-0.4368
brca_metabric	MB-5278	-0.6778
brca_metabric	MB-5279	-0.5315
brca_metabric	MB-5280	-0.4208
brca_metabric	MB-5281	-1.0473
brca_metabric	MB-5284	0.1303
brca_metabric	MB-5287	0.4254
brca_metabric	MB-5288	-1.4395
brca_metabric	MB-5290	-1.1819
brca_metabric	MB-5291	-1.6071
brca_metabric	MB-5292	0.2422
brca_metabric	MB-5293	-0.4856
brca_metabric	MB-5294	0.6692
brca_metabric	MB-5295	0.4589
brca_metabric	MB-5296	0.3859
brca_metabric	MB-5298	-0.7595
brca_metabric	MB-5299	1.2427
brca_metabric	MB-5300	-0.3034
brca_metabric	MB-5305	-1.361
brca_metabric	MB-5306	-0.9773
brca_metabric	MB-5308	0.7341
brca_metabric	MB-5310	0.9914
brca_metabric	MB-5311	-0.3643
brca_metabric	MB-5312	-0.3347
brca_metabric	MB-5313	-0.4884
brca_metabric	MB-5315	1.6092
brca_metabric	MB-5317	-0.8406
brca_metabric	MB-5318	1.3785
brca_metabric	MB-5322	0.3252
brca_metabric	MB-5323	0.2012
brca_metabric	MB-5324	0.576
brca_metabric	MB-5326	2.6875
brca_metabric	MB-5327	1.1926
brca_metabric	MB-5328	0.2092
brca_metabric	MB-5329	1.4206
brca_metabric	MB-5330	0.7543
brca_metabric	MB-5331	-0.126
brca_metabric	MB-5332	-0.5731
brca_metabric	MB-5334	-0.2681
brca_metabric	MB-5335	2.4633
brca_metabric	MB-5338	0.5195
brca_metabric	MB-5339	-0.2071
brca_metabric	MB-5341	-1.1802
brca_metabric	MB-5345	-1.1866
brca_metabric	MB-5346	-0.2906
brca_metabric	MB-5347	-0.8048
brca_metabric	MB-5348	-0.9219
brca_metabric	MB-5350	0.8966
brca_metabric	MB-5351	-0.3683
brca_metabric	MB-5358	-0.3955
brca_metabric	MB-5360	-0.797
brca_metabric	MB-5361	0.4596
brca_metabric	MB-5364	-0.4875
brca_metabric	MB-5365	-0.3384
brca_metabric	MB-5366	0.2629
brca_metabric	MB-5368	-0.0508
brca_metabric	MB-5369	-0.5371
brca_metabric	MB-5370	-1.3561
brca_metabric	MB-5373	-0.7018
brca_metabric	MB-5377	-1.0439
brca_metabric	MB-5378	1.1368
brca_metabric	MB-5381	1.2256
brca_metabric	MB-5382	-0.0651
brca_metabric	MB-5383	1.5392
brca_metabric	MB-5384	0.723
brca_metabric	MB-5386	0.1449
brca_metabric	MB-5388	-0.5099
brca_metabric	MB-5389	-1.2543
brca_metabric	MB-5390	-0.2751
brca_metabric	MB-5392	0.1939
brca_metabric	MB-5393	0.043
brca_metabric	MB-5395	0.2594
brca_metabric	MB-5396	-0.0687
brca_metabric	MB-5397	0.8357
brca_metabric	MB-5398	-0.5505
brca_metabric	MB-5399	0.2299
brca_metabric	MB-5401	-0.9553
brca_metabric	MB-5402	0.2537
brca_metabric	MB-5403	-1.3384
brca_metabric	MB-5404	-0.3311
brca_metabric	MB-5405	-1.6676
brca_metabric	MB-5406	-0.6558
brca_metabric	MB-5407	-0.7304
brca_metabric	MB-5408	0.0825
brca_metabric	MB-5409	-0.633
brca_metabric	MB-5410	-0.6013
brca_metabric	MB-5411	1.0201
brca_metabric	MB-5412	-1.2693
brca_metabric	MB-5414	0.019
brca_metabric	MB-5417	0.6454
brca_metabric	MB-5418	-0.6233
brca_metabric	MB-5420	1.866
brca_metabric	MB-5421	0.1283
brca_metabric	MB-5422	-0.2032
brca_metabric	MB-5424	-0.5532
brca_metabric	MB-5425	-0.0187
brca_metabric	MB-5426	-0.0158
brca_metabric	MB-5427	0.8143
brca_metabric	MB-5428	0.2492
brca_metabric	MB-5429	0.3976
brca_metabric	MB-5431	1.1839
brca_metabric	MB-5432	-0.5273
brca_metabric	MB-5433	-1.301
brca_metabric	MB-5434	-1.2608
brca_metabric	MB-5435	-1.2491
brca_metabric	MB-5440	0.1909
brca_metabric	MB-5441	0.2314
brca_metabric	MB-5442	0.8592
brca_metabric	MB-5444	-1.1017
brca_metabric	MB-5446	1.2456
brca_metabric	MB-5447	-1.7622
brca_metabric	MB-5450	0.454
brca_metabric	MB-5451	-0.7036
brca_metabric	MB-5452	0.3184
brca_metabric	MB-5453	0.3701
brca_metabric	MB-5454	1.9289
brca_metabric	MB-5455	0.2326
brca_metabric	MB-5457	0.2678
brca_metabric	MB-5458	-0.4582
brca_metabric	MB-5459	-0.5715
brca_metabric	MB-5463	-0.3269
brca_metabric	MB-5464	-0.5514
brca_metabric	MB-5465	-0.3111
brca_metabric	MB-5468	-0.5298
brca_metabric	MB-5470	0.0856
brca_metabric	MB-5471	-0.2512
brca_metabric	MB-5472	-0.8355
brca_metabric	MB-5473	-1.3402
brca_metabric	MB-5474	0.2042
brca_metabric	MB-5475	-1.1984
brca_metabric	MB-5477	-1.0938
brca_metabric	MB-5478	0.5129
brca_metabric	MB-5481	-1.059
brca_metabric	MB-5482	1.2577
brca_metabric	MB-5483	-0.5057
brca_metabric	MB-5484	-0.5981
brca_metabric	MB-5485	-0.4709
brca_metabric	MB-5486	-1.1445
brca_metabric	MB-5489	0.6902
brca_metabric	MB-5490	-0.4442
brca_metabric	MB-5491	0.6572
brca_metabric	MB-5492	0.5075
brca_metabric	MB-5493	-1.3488
brca_metabric	MB-5495	-0.2825
brca_metabric	MB-5497	-0.0059
brca_metabric	MB-5498	2.5659
brca_metabric	MB-5499	0.4196
brca_metabric	MB-5502	0.8117
brca_metabric	MB-5505	-0.0811
brca_metabric	MB-5510	1.4941
brca_metabric	MB-5511	-1.5255
brca_metabric	MB-5513	2.7248
brca_metabric	MB-5514	-0.7115
brca_metabric	MB-5518	1.5331
brca_metabric	MB-5519	0.1382
brca_metabric	MB-5520	0.0894
brca_metabric	MB-5521	-0.9585
brca_metabric	MB-5525	-0.9159
brca_metabric	MB-5526	0.5321
brca_metabric	MB-5527	-1.0174
brca_metabric	MB-5529	-0.2588
brca_metabric	MB-5530	0.0112
brca_metabric	MB-5531	-0.2553
brca_metabric	MB-5532	-0.0161
brca_metabric	MB-5533	0.4817
brca_metabric	MB-5534	-0.1819
brca_metabric	MB-5535	0.7027
brca_metabric	MB-5540	-0.8523
brca_metabric	MB-5541	-0.0138
brca_metabric	MB-5543	0.8775
brca_metabric	MB-5547	0.7156
brca_metabric	MB-5548	0.0597
brca_metabric	MB-5549	-0.8372
brca_metabric	MB-5550	-0.9367
brca_metabric	MB-5551	1.9902
brca_metabric	MB-5552	0.1821
brca_metabric	MB-5553	0.6574
brca_metabric	MB-5554	-0.4082
brca_metabric	MB-5556	-1.0798
brca_metabric	MB-5558	-0.418
brca_metabric	MB-5559	2.3348
brca_metabric	MB-5560	0.0958
brca_metabric	MB-5562	-0.7901
brca_metabric	MB-5563	-0.5762
brca_metabric	MB-5565	-0.1128
brca_metabric	MB-5566	0.9708
brca_metabric	MB-5567	0.6384
brca_metabric	MB-5571	-0.8739
brca_metabric	MB-5572	-1.3093
brca_metabric	MB-5575	1.6484
brca_metabric	MB-5576	0.1625
brca_metabric	MB-5577	-1.2694
brca_metabric	MB-5579	1.6144
brca_metabric	MB-5580	0.3934
brca_metabric	MB-5582	-0.1887
brca_metabric	MB-5583	0.8791
brca_metabric	MB-5584	0.869
brca_metabric	MB-5588	0.2218
brca_metabric	MB-5589	-0.9624
brca_metabric	MB-5590	-0.8895
brca_metabric	MB-5591	-0.0318
brca_metabric	MB-5592	0.5221
brca_metabric	MB-5593	-0.6465
brca_metabric	MB-5596	-0.7455
brca_metabric	MB-5597	-0.4764
brca_metabric	MB-5599	-0.2996
brca_metabric	MB-5601	-0.175
brca_metabric	MB-5602	-1.0916
brca_metabric	MB-5603	-0.0666
brca_metabric	MB-5604	-1.2701
brca_metabric	MB-5605	-0.458
brca_metabric	MB-5613	0.7225
brca_metabric	MB-5614	0.928
brca_metabric	MB-5616	0.3463
brca_metabric	MB-5617	-0.9293
brca_metabric	MB-5620	-0.3028
brca_metabric	MB-5622	-1.0359
brca_metabric	MB-5623	-0.8284
brca_metabric	MB-5624	-0.9579
brca_metabric	MB-5626	0.2647
brca_metabric	MB-5628	-1.2692
brca_metabric	MB-5629	-1.2374
brca_metabric	MB-5632	-0.6675
brca_metabric	MB-5633	-1.1021
brca_metabric	MB-5634	0.0446
brca_metabric	MB-5635	-0.3613
brca_metabric	MB-5636	-1.4007
brca_metabric	MB-5638	0.4891
brca_metabric	MB-5640	-0.9105
brca_metabric	MB-5641	0.4926
brca_metabric	MB-5642	-1.4102
brca_metabric	MB-5645	-0.9641
brca_metabric	MB-5646	-1.2051
brca_metabric	MB-5647	-1.3399
brca_metabric	MB-5651	1.3983
brca_metabric	MB-5652	-0.8761
brca_metabric	MB-5653	-0.4445
brca_metabric	MB-5654	-0.5813
brca_metabric	MB-5655	-0.3221
brca_metabric	MB-5656	-0.477
brca_metabric	MB-6001	-0.3365
brca_metabric	MB-6006	0.5371
brca_metabric	MB-6007	-0.722
brca_metabric	MB-6008	-1.3397
brca_metabric	MB-6010	0.859
brca_metabric	MB-6011	-0.7836
