STUDY_ID	SAMPLE_ID	SGCG
brca_metabric	MB-3706	-0.3192
brca_metabric	MB-3707	0.0008
brca_metabric	MB-3711	-0.2248
brca_metabric	MB-3748	-0.5109
brca_metabric	MB-3752	-0.1212
brca_metabric	MB-3754	-0.304
brca_metabric	MB-3781	-0.3768
brca_metabric	MB-3797	-0.5818
brca_metabric	MB-3824	0.0135
brca_metabric	MB-3838	0.193
brca_metabric	MB-3840	-0.0412
brca_metabric	MB-3842	-0.1687
brca_metabric	MB-3850	0.0442
brca_metabric	MB-3852	-0.1255
brca_metabric	MB-3854	-0.204
brca_metabric	MB-3865	0.6404
brca_metabric	MB-3866	-0.2146
brca_metabric	MB-3871	0.5443
brca_metabric	MB-3874	-0.0096
brca_metabric	MB-3978	2.0913
brca_metabric	MB-4000	-0.4311
brca_metabric	MB-4001	0.1721
brca_metabric	MB-4003	-0.8512
brca_metabric	MB-4004	-0.5507
brca_metabric	MB-4005	0.1275
brca_metabric	MB-4008	0.28
brca_metabric	MB-4010	-0.3936
brca_metabric	MB-4011	5.7503
brca_metabric	MB-4012	0.0266
brca_metabric	MB-4015	-0.571
brca_metabric	MB-4017	1.5988
brca_metabric	MB-4018	0.3224
brca_metabric	MB-4024	-0.3157
brca_metabric	MB-4033	-0.0507
brca_metabric	MB-4046	-0.5173
brca_metabric	MB-4059	-0.2074
brca_metabric	MB-4079	-0.6204
brca_metabric	MB-4091	0.1381
brca_metabric	MB-4098	5.8399
brca_metabric	MB-4119	0.1575
brca_metabric	MB-4120	0.1914
brca_metabric	MB-4126	-0.3626
brca_metabric	MB-4127	-0.0131
brca_metabric	MB-4139	-0.5303
brca_metabric	MB-4140	0.7509
brca_metabric	MB-4141	-0.4373
brca_metabric	MB-4145	-0.9915
brca_metabric	MB-4146	0.2372
brca_metabric	MB-4148	1.3283
brca_metabric	MB-4154	-0.6338
brca_metabric	MB-4171	-1.2028
brca_metabric	MB-4173	-0.4134
brca_metabric	MB-4189	-0.3881
brca_metabric	MB-4212	-0.2823
brca_metabric	MB-4213	-0.2124
brca_metabric	MB-4222	-0.169
brca_metabric	MB-4224	-0.0455
brca_metabric	MB-4230	0.0111
brca_metabric	MB-4233	-0.2038
brca_metabric	MB-4234	-0.3135
brca_metabric	MB-4235	0.0394
brca_metabric	MB-4236	-0.7846
brca_metabric	MB-4250	-0.3305
brca_metabric	MB-4254	-1.5778
brca_metabric	MB-4264	0.1367
brca_metabric	MB-4266	-0.2675
brca_metabric	MB-4270	-0.7988
brca_metabric	MB-4274	-0.9661
brca_metabric	MB-4276	-0.4121
brca_metabric	MB-4278	-0.5156
brca_metabric	MB-4281	-0.7175
brca_metabric	MB-4282	-0.1912
brca_metabric	MB-4283	-0.1967
brca_metabric	MB-4289	-0.5241
brca_metabric	MB-4292	-0.1556
brca_metabric	MB-4293	-0.3982
brca_metabric	MB-4300	0.0067
brca_metabric	MB-4303	-0.423
brca_metabric	MB-4306	-0.1213
brca_metabric	MB-4310	-0.1778
brca_metabric	MB-4313	2.1108
brca_metabric	MB-4317	0.0676
brca_metabric	MB-4318	2.2566
brca_metabric	MB-4322	-0.1256
brca_metabric	MB-4323	0.6526
brca_metabric	MB-4324	3.3561
brca_metabric	MB-4328	-0.5307
brca_metabric	MB-4329	-0.2187
brca_metabric	MB-4331	6.1742
brca_metabric	MB-4332	0.6132
brca_metabric	MB-4333	-0.3087
brca_metabric	MB-4339	-0.1614
brca_metabric	MB-4341	-0.8145
brca_metabric	MB-4342	-0.5918
brca_metabric	MB-4343	-0.4698
brca_metabric	MB-4348	0.9729
brca_metabric	MB-4350	-0.302
brca_metabric	MB-4351	-0.2753
brca_metabric	MB-4353	-0.4207
brca_metabric	MB-4354	0.0671
brca_metabric	MB-4357	-0.8611
brca_metabric	MB-4360	-0.5726
brca_metabric	MB-4362	-1.1095
brca_metabric	MB-4368	2.3575
brca_metabric	MB-4374	0.4264
brca_metabric	MB-4375	-0.4606
brca_metabric	MB-4381	0.6954
brca_metabric	MB-4390	-0.4508
brca_metabric	MB-4395	-0.4465
brca_metabric	MB-4407	-0.0602
brca_metabric	MB-4408	-0.2389
brca_metabric	MB-4416	-0.0332
brca_metabric	MB-4417	-0.0703
brca_metabric	MB-4418	-0.6932
brca_metabric	MB-4421	0.2809
brca_metabric	MB-4426	-0.4917
brca_metabric	MB-4434	-0.4412
brca_metabric	MB-4442	-0.4532
brca_metabric	MB-4484	0.8735
brca_metabric	MB-4529	-0.4978
brca_metabric	MB-4548	-0.1471
brca_metabric	MB-4557	-0.1642
brca_metabric	MB-4564	0.0663
brca_metabric	MB-4578	0.1494
brca_metabric	MB-4591	-0.896
brca_metabric	MB-4593	-0.2043
brca_metabric	MB-4598	-0.3939
brca_metabric	MB-4599	-0.3523
brca_metabric	MB-4601	0.5419
brca_metabric	MB-4602	0.9625
brca_metabric	MB-4603	-0.634
brca_metabric	MB-4607	-0.8183
brca_metabric	MB-4616	-0.3076
brca_metabric	MB-4618	-0.4649
brca_metabric	MB-4621	0.0935
brca_metabric	MB-4622	-0.1451
brca_metabric	MB-4623	0.8264
brca_metabric	MB-4626	-0.2921
brca_metabric	MB-4627	-0.2719
brca_metabric	MB-4630	-0.5597
brca_metabric	MB-4633	1.0052
brca_metabric	MB-4634	0.2763
brca_metabric	MB-4639	-0.4838
brca_metabric	MB-4640	-0.0823
brca_metabric	MB-4641	-0.2803
brca_metabric	MB-4642	0.5081
brca_metabric	MB-4643	0.0389
brca_metabric	MB-4644	-0.358
brca_metabric	MB-4648	-0.4093
brca_metabric	MB-4649	-0.2017
brca_metabric	MB-4651	-0.2376
brca_metabric	MB-4653	-0.279
brca_metabric	MB-4654	0.4344
brca_metabric	MB-4655	-0.1753
brca_metabric	MB-4660	0.0079
brca_metabric	MB-4661	0.0337
brca_metabric	MB-4663	-0.3653
brca_metabric	MB-4665	0.0472
brca_metabric	MB-4666	-0.788
brca_metabric	MB-4667	0.0639
brca_metabric	MB-4669	-0.6114
brca_metabric	MB-4670	1.124
brca_metabric	MB-4671	-0.4481
brca_metabric	MB-4672	-0.1407
brca_metabric	MB-4673	0.0781
brca_metabric	MB-4674	-0.4495
brca_metabric	MB-4675	-0.522
brca_metabric	MB-4679	-0.3164
brca_metabric	MB-4681	-0.2291
brca_metabric	MB-4682	-1.0343
brca_metabric	MB-4685	0.4109
brca_metabric	MB-4686	0.1226
brca_metabric	MB-4687	-0.3947
brca_metabric	MB-4688	-0.6037
brca_metabric	MB-4691	-0.2382
brca_metabric	MB-4692	-0.8371
brca_metabric	MB-4694	0.7263
brca_metabric	MB-4695	0.0998
brca_metabric	MB-4696	0.094
brca_metabric	MB-4697	0.1573
brca_metabric	MB-4698	0.414
brca_metabric	MB-4701	0.2474
brca_metabric	MB-4702	-0.0354
brca_metabric	MB-4704	-0.3483
brca_metabric	MB-4705	-0.5307
brca_metabric	MB-4706	-0.672
brca_metabric	MB-4707	-1.0584
brca_metabric	MB-4708	0.9794
brca_metabric	MB-4709	2.4296
brca_metabric	MB-4710	0.2688
brca_metabric	MB-4711	-0.5338
brca_metabric	MB-4712	-0.6394
brca_metabric	MB-4714	-0.1456
brca_metabric	MB-4715	-0.2701
brca_metabric	MB-4716	2.3906
brca_metabric	MB-4717	-0.5555
brca_metabric	MB-4718	-0.4506
brca_metabric	MB-4719	0.1167
brca_metabric	MB-4721	2.03
brca_metabric	MB-4722	-0.6189
brca_metabric	MB-4723	-0.529
brca_metabric	MB-4724	-0.2675
brca_metabric	MB-4725	-0.1986
brca_metabric	MB-4729	-0.4413
brca_metabric	MB-4730	-0.4934
brca_metabric	MB-4731	-0.5572
brca_metabric	MB-4732	0.0051
brca_metabric	MB-4733	-0.3141
brca_metabric	MB-4735	-0.5397
brca_metabric	MB-4737	-0.3319
brca_metabric	MB-4738	-0.5726
brca_metabric	MB-4739	-0.5279
brca_metabric	MB-4741	-0.7573
brca_metabric	MB-4742	-0.0596
brca_metabric	MB-4743	-0.3421
brca_metabric	MB-4744	0.0759
brca_metabric	MB-4745	-0.4445
brca_metabric	MB-4746	-0.2055
brca_metabric	MB-4749	-0.7008
brca_metabric	MB-4750	0.1388
brca_metabric	MB-4752	0.2371
brca_metabric	MB-4757	0.5635
brca_metabric	MB-4758	-0.0463
brca_metabric	MB-4760	0.063
brca_metabric	MB-4762	-0.3387
brca_metabric	MB-4763	-0.2932
brca_metabric	MB-4764	2.2018
brca_metabric	MB-4767	-0.389
brca_metabric	MB-4769	-0.2385
brca_metabric	MB-4770	0.1719
brca_metabric	MB-4771	4.3322
brca_metabric	MB-4778	0.017
brca_metabric	MB-4779	0.0783
brca_metabric	MB-4782	-0.6112
brca_metabric	MB-4784	-0.2226
brca_metabric	MB-4785	-0.9834
brca_metabric	MB-4787	-0.0914
brca_metabric	MB-4790	-0.478
brca_metabric	MB-4791	4.1395
brca_metabric	MB-4792	-0.6546
brca_metabric	MB-4793	-0.1388
brca_metabric	MB-4794	0.8625
brca_metabric	MB-4796	-0.2479
brca_metabric	MB-4797	0.584
brca_metabric	MB-4798	-0.2337
brca_metabric	MB-4800	-0.3253
brca_metabric	MB-4801	-0.797
brca_metabric	MB-4802	4.5627
brca_metabric	MB-4805	0.125
brca_metabric	MB-4806	-0.1147
brca_metabric	MB-4809	-0.1246
brca_metabric	MB-4814	0.1123
brca_metabric	MB-4818	-0.6036
brca_metabric	MB-4820	-0.3185
brca_metabric	MB-4822	-0.7141
brca_metabric	MB-4825	-0.1328
brca_metabric	MB-4827	-0.1999
brca_metabric	MB-4828	-0.4815
brca_metabric	MB-4829	-0.0377
brca_metabric	MB-4832	-0.2048
brca_metabric	MB-4834	-0.2421
brca_metabric	MB-4836	-0.2409
brca_metabric	MB-4838	-0.2238
brca_metabric	MB-4839	-0.2613
brca_metabric	MB-4843	0.0631
brca_metabric	MB-4845	-0.2525
brca_metabric	MB-4846	0.0506
brca_metabric	MB-4849	-0.1973
brca_metabric	MB-4851	-1.0821
brca_metabric	MB-4853	-0.171
brca_metabric	MB-4855	-0.0765
brca_metabric	MB-4858	-0.2411
brca_metabric	MB-4859	-0.3902
brca_metabric	MB-4860	-0.1594
brca_metabric	MB-4862	-0.3017
brca_metabric	MB-4865	-0.0556
brca_metabric	MB-4866	-0.5205
brca_metabric	MB-4867	-0.9513
brca_metabric	MB-4869	0.5098
brca_metabric	MB-4870	-0.4494
brca_metabric	MB-4871	-0.0711
brca_metabric	MB-4872	0.1874
brca_metabric	MB-4873	-0.4356
brca_metabric	MB-4876	-0.1429
brca_metabric	MB-4878	-0.3068
brca_metabric	MB-4879	-0.339
brca_metabric	MB-4880	-0.0614
brca_metabric	MB-4881	0.0319
brca_metabric	MB-4882	0.0784
brca_metabric	MB-4883	-0.4254
brca_metabric	MB-4886	-0.7676
brca_metabric	MB-4887	-0.6824
brca_metabric	MB-4888	-0.3115
brca_metabric	MB-4893	-0.94
brca_metabric	MB-4894	-0.1667
brca_metabric	MB-4896	-0.456
brca_metabric	MB-4897	-0.3395
brca_metabric	MB-4898	0.9078
brca_metabric	MB-4899	-0.4923
brca_metabric	MB-4900	0.315
brca_metabric	MB-4904	-0.5203
brca_metabric	MB-4906	-0.4949
brca_metabric	MB-4908	-0.2656
brca_metabric	MB-4911	-0.0507
brca_metabric	MB-4912	-0.3565
brca_metabric	MB-4925	-0.4055
brca_metabric	MB-4928	-0.1766
brca_metabric	MB-4929	-0.4113
brca_metabric	MB-4930	0.0843
brca_metabric	MB-4931	-0.5013
brca_metabric	MB-4933	-0.9894
brca_metabric	MB-4934	-0.8808
brca_metabric	MB-4935	-0.26
brca_metabric	MB-4937	-0.4594
brca_metabric	MB-4938	-0.4671
brca_metabric	MB-4941	0.2608
brca_metabric	MB-4942	-0.2643
brca_metabric	MB-4944	-0.0429
brca_metabric	MB-4945	-0.5067
brca_metabric	MB-4949	-0.6797
brca_metabric	MB-4950	2.4975
brca_metabric	MB-4952	-0.1701
brca_metabric	MB-4956	-1.0331
brca_metabric	MB-4957	-0.5913
brca_metabric	MB-4959	0.7046
brca_metabric	MB-4961	-0.5797
brca_metabric	MB-4962	0.2069
brca_metabric	MB-4965	-0.9008
brca_metabric	MB-4966	-0.4597
brca_metabric	MB-4967	-0.0907
brca_metabric	MB-4968	0.0285
brca_metabric	MB-4969	-0.0864
brca_metabric	MB-4970	-1.0217
brca_metabric	MB-4974	-0.5856
brca_metabric	MB-4976	-0.0124
brca_metabric	MB-4977	-0.5016
brca_metabric	MB-4978	0.563
brca_metabric	MB-4981	0.3713
brca_metabric	MB-4982	-0.5152
brca_metabric	MB-4986	0.0658
brca_metabric	MB-4987	6.0801
brca_metabric	MB-4991	-0.5696
brca_metabric	MB-4992	-0.3901
brca_metabric	MB-4993	-0.8065
brca_metabric	MB-4994	0.2482
brca_metabric	MB-4996	5.1552
brca_metabric	MB-4998	-0.3176
brca_metabric	MB-4999	-0.1894
brca_metabric	MB-5001	-0.3221
brca_metabric	MB-5004	-0.0115
brca_metabric	MB-5008	-0.112
brca_metabric	MB-5011	1.9574
brca_metabric	MB-5013	-0.4219
brca_metabric	MB-5014	-0.4014
brca_metabric	MB-5015	-0.2165
brca_metabric	MB-5017	-0.9289
brca_metabric	MB-5018	-0.3264
brca_metabric	MB-5019	-0.5106
brca_metabric	MB-5020	-0.6249
brca_metabric	MB-5027	-0.25
brca_metabric	MB-5033	-0.1398
brca_metabric	MB-5035	0.0293
brca_metabric	MB-5039	-0.3366
brca_metabric	MB-5040	0.0761
brca_metabric	MB-5041	-0.0856
brca_metabric	MB-5043	-0.5589
brca_metabric	MB-5044	-0.327
brca_metabric	MB-5045	-0.3992
brca_metabric	MB-5048	-0.8445
brca_metabric	MB-5049	-0.7422
brca_metabric	MB-5050	0.1394
brca_metabric	MB-5052	-0.7978
brca_metabric	MB-5053	-0.248
brca_metabric	MB-5054	0.1214
brca_metabric	MB-5057	-0.0836
brca_metabric	MB-5058	-0.625
brca_metabric	MB-5059	-0.0404
brca_metabric	MB-5060	-0.8261
brca_metabric	MB-5061	-0.3035
brca_metabric	MB-5062	-0.0076
brca_metabric	MB-5063	0.4109
brca_metabric	MB-5064	0.1371
brca_metabric	MB-5065	-0.4116
brca_metabric	MB-5066	-0.1761
brca_metabric	MB-5068	-0.9129
brca_metabric	MB-5070	-0.4785
brca_metabric	MB-5072	-0.287
brca_metabric	MB-5073	0.1991
brca_metabric	MB-5074	-0.2948
brca_metabric	MB-5078	-0.2176
brca_metabric	MB-5079	-0.1244
brca_metabric	MB-5081	0.2261
brca_metabric	MB-5084	-0.2613
brca_metabric	MB-5086	-0.4889
brca_metabric	MB-5088	-0.251
brca_metabric	MB-5092	0.5634
brca_metabric	MB-5093	0.2818
brca_metabric	MB-5097	-0.4053
brca_metabric	MB-5098	0.3054
brca_metabric	MB-5100	-0.3346
brca_metabric	MB-5101	-0.4645
brca_metabric	MB-5102	0.2224
brca_metabric	MB-5105	-0.109
brca_metabric	MB-5107	-0.7183
brca_metabric	MB-5110	-0.0345
brca_metabric	MB-5113	4.3017
brca_metabric	MB-5114	-0.5773
brca_metabric	MB-5115	-0.3414
brca_metabric	MB-5116	-0.594
brca_metabric	MB-5117	0.3104
brca_metabric	MB-5118	0.4856
brca_metabric	MB-5119	-0.0365
brca_metabric	MB-5120	-0.2872
brca_metabric	MB-5121	0.0577
brca_metabric	MB-5122	-0.2994
brca_metabric	MB-5123	-0.1237
brca_metabric	MB-5124	0.7907
brca_metabric	MB-5126	-0.9371
brca_metabric	MB-5127	0.2851
brca_metabric	MB-5130	-0.0032
brca_metabric	MB-5134	-0.232
brca_metabric	MB-5135	-0.511
brca_metabric	MB-5138	0.2996
brca_metabric	MB-5139	-0.7601
brca_metabric	MB-5143	0.1073
brca_metabric	MB-5144	-0.1778
brca_metabric	MB-5145	-0.1622
brca_metabric	MB-5147	0.1718
brca_metabric	MB-5148	-0.3775
brca_metabric	MB-5150	-0.507
brca_metabric	MB-5152	-0.3338
brca_metabric	MB-5154	-0.2568
brca_metabric	MB-5155	-0.0216
brca_metabric	MB-5157	-0.0399
brca_metabric	MB-5160	-0.5869
brca_metabric	MB-5161	-0.2966
brca_metabric	MB-5162	-0.3988
brca_metabric	MB-5163	8.1174
brca_metabric	MB-5164	-0.0142
brca_metabric	MB-5166	-0.0029
brca_metabric	MB-5167	-0.2838
brca_metabric	MB-5169	0.0778
brca_metabric	MB-5171	-0.2408
brca_metabric	MB-5172	-0.0215
brca_metabric	MB-5173	-0.1623
brca_metabric	MB-5174	-0.4316
brca_metabric	MB-5175	-0.34
brca_metabric	MB-5176	-1.0433
brca_metabric	MB-5177	-0.8607
brca_metabric	MB-5178	0.5133
brca_metabric	MB-5179	0.1819
brca_metabric	MB-5182	-0.561
brca_metabric	MB-5183	-0.144
brca_metabric	MB-5184	0.4463
brca_metabric	MB-5185	-0.2018
brca_metabric	MB-5186	-0.0588
brca_metabric	MB-5188	-0.4431
brca_metabric	MB-5189	-0.5924
brca_metabric	MB-5190	0.1179
brca_metabric	MB-5191	-0.1562
brca_metabric	MB-5193	-0.4793
brca_metabric	MB-5195	-0.5721
brca_metabric	MB-5196	-0.3153
brca_metabric	MB-5197	-0.4314
brca_metabric	MB-5199	-0.6282
brca_metabric	MB-5200	-0.1595
brca_metabric	MB-5201	5.7966
brca_metabric	MB-5204	0.2621
brca_metabric	MB-5205	-0.2364
brca_metabric	MB-5206	0.2155
brca_metabric	MB-5208	-0.148
brca_metabric	MB-5209	0.055
brca_metabric	MB-5211	-0.1399
brca_metabric	MB-5212	-0.5202
brca_metabric	MB-5213	-0.2515
brca_metabric	MB-5214	0.3838
brca_metabric	MB-5215	-0.3996
brca_metabric	MB-5218	0.1166
brca_metabric	MB-5221	-0.6688
brca_metabric	MB-5222	-0.311
brca_metabric	MB-5223	-0.6528
brca_metabric	MB-5224	0.0467
brca_metabric	MB-5225	0.0191
brca_metabric	MB-5226	0.3537
brca_metabric	MB-5227	-0.5385
brca_metabric	MB-5228	0.3964
brca_metabric	MB-5229	-0.6323
brca_metabric	MB-5230	-0.0393
brca_metabric	MB-5231	-0.0128
brca_metabric	MB-5232	-0.4616
brca_metabric	MB-5233	-0.5225
brca_metabric	MB-5235	-0.2926
brca_metabric	MB-5236	-0.1795
brca_metabric	MB-5238	-0.7058
brca_metabric	MB-5239	0.2307
brca_metabric	MB-5240	3.5602
brca_metabric	MB-5243	-0.1036
brca_metabric	MB-5244	-0.7845
brca_metabric	MB-5251	5.286
brca_metabric	MB-5253	-0.0259
brca_metabric	MB-5256	0.118
brca_metabric	MB-5258	-0.2983
brca_metabric	MB-5259	-0.7076
brca_metabric	MB-5260	0.3018
brca_metabric	MB-5261	-0.3659
brca_metabric	MB-5264	0.1296
brca_metabric	MB-5266	0.3598
brca_metabric	MB-5267	-0.6035
brca_metabric	MB-5268	-0.3938
brca_metabric	MB-5270	-0.0313
brca_metabric	MB-5271	-0.3727
brca_metabric	MB-5272	-0.4492
brca_metabric	MB-5273	0.0392
brca_metabric	MB-5275	-0.1287
brca_metabric	MB-5277	-0.3488
brca_metabric	MB-5278	0.4519
brca_metabric	MB-5279	0.0972
brca_metabric	MB-5280	0.2413
brca_metabric	MB-5281	0.4724
brca_metabric	MB-5284	0.3761
brca_metabric	MB-5287	0.3806
brca_metabric	MB-5288	0.2961
brca_metabric	MB-5290	-0.1032
brca_metabric	MB-5291	-0.6351
brca_metabric	MB-5292	7.5757
brca_metabric	MB-5293	-0.7293
brca_metabric	MB-5294	-0.7756
brca_metabric	MB-5295	-0.7956
brca_metabric	MB-5296	-1.0282
brca_metabric	MB-5298	-0.2244
brca_metabric	MB-5299	-0.6066
brca_metabric	MB-5300	0.0467
brca_metabric	MB-5305	-0.7759
brca_metabric	MB-5306	-0.0157
brca_metabric	MB-5308	-0.2346
brca_metabric	MB-5310	0.4392
brca_metabric	MB-5311	0.0451
brca_metabric	MB-5312	-0.0932
brca_metabric	MB-5313	-0.8134
brca_metabric	MB-5315	-0.5843
brca_metabric	MB-5317	-0.5844
brca_metabric	MB-5318	0.5602
brca_metabric	MB-5322	0.4973
brca_metabric	MB-5323	-0.0024
brca_metabric	MB-5324	0.3476
brca_metabric	MB-5326	0.4273
brca_metabric	MB-5327	-0.4408
brca_metabric	MB-5328	-0.8606
brca_metabric	MB-5329	-0.4113
brca_metabric	MB-5330	0.3842
brca_metabric	MB-5331	1.1292
brca_metabric	MB-5332	0.2797
brca_metabric	MB-5334	-0.1978
brca_metabric	MB-5335	-0.1246
brca_metabric	MB-5338	-0.2847
brca_metabric	MB-5339	-0.0036
brca_metabric	MB-5341	-0.4104
brca_metabric	MB-5345	0.3312
brca_metabric	MB-5346	-0.6324
brca_metabric	MB-5347	-0.5829
brca_metabric	MB-5348	0.0992
brca_metabric	MB-5350	0.089
brca_metabric	MB-5351	-0.7623
brca_metabric	MB-5358	0.2059
brca_metabric	MB-5360	4.1064
brca_metabric	MB-5361	-0.1977
brca_metabric	MB-5364	-0.2184
brca_metabric	MB-5365	0.1494
brca_metabric	MB-5366	-0.7512
brca_metabric	MB-5368	-0.0859
brca_metabric	MB-5369	-0.1282
brca_metabric	MB-5370	-0.2648
brca_metabric	MB-5373	-0.2968
brca_metabric	MB-5377	1.4568
brca_metabric	MB-5378	-0.4335
brca_metabric	MB-5381	-0.0562
brca_metabric	MB-5382	-0.2433
brca_metabric	MB-5383	0.1792
brca_metabric	MB-5384	7.749
brca_metabric	MB-5386	0.2077
brca_metabric	MB-5388	-0.1663
brca_metabric	MB-5389	-0.0415
brca_metabric	MB-5390	0.3075
brca_metabric	MB-5392	0.098
brca_metabric	MB-5393	-0.4392
brca_metabric	MB-5395	-0.7793
brca_metabric	MB-5396	-0.1941
brca_metabric	MB-5397	0.0478
brca_metabric	MB-5398	-0.5996
brca_metabric	MB-5399	-0.5033
brca_metabric	MB-5401	-0.3336
brca_metabric	MB-5402	-0.1595
brca_metabric	MB-5403	-0.9205
brca_metabric	MB-5404	0.1983
brca_metabric	MB-5405	-0.2139
brca_metabric	MB-5406	-0.2714
brca_metabric	MB-5407	0.0052
brca_metabric	MB-5408	-0.5742
brca_metabric	MB-5409	-0.6779
brca_metabric	MB-5410	-0.3478
brca_metabric	MB-5411	-1.1197
brca_metabric	MB-5412	-1.1695
brca_metabric	MB-5414	-1.0867
brca_metabric	MB-5417	-0.7372
brca_metabric	MB-5418	-0.9893
brca_metabric	MB-5420	-0.3061
brca_metabric	MB-5421	-1.0245
brca_metabric	MB-5422	-0.2707
brca_metabric	MB-5424	-0.1255
brca_metabric	MB-5425	-0.5614
brca_metabric	MB-5426	-0.1208
brca_metabric	MB-5427	-0.3671
brca_metabric	MB-5428	-0.3373
brca_metabric	MB-5429	0.5681
brca_metabric	MB-5431	-0.3016
brca_metabric	MB-5432	0.08
brca_metabric	MB-5433	-0.8345
brca_metabric	MB-5434	0.3857
brca_metabric	MB-5435	-0.3507
brca_metabric	MB-5440	-0.3636
brca_metabric	MB-5441	-0.4227
brca_metabric	MB-5442	-0.035
brca_metabric	MB-5444	0.257
brca_metabric	MB-5446	-0.5044
brca_metabric	MB-5447	-0.2006
brca_metabric	MB-5450	-0.3571
brca_metabric	MB-5451	-0.6453
brca_metabric	MB-5452	-0.1624
brca_metabric	MB-5453	-0.3601
brca_metabric	MB-5454	-0.927
brca_metabric	MB-5455	0.1532
brca_metabric	MB-5457	-0.0786
brca_metabric	MB-5458	-0.3377
brca_metabric	MB-5459	-0.2088
brca_metabric	MB-5463	-0.4645
brca_metabric	MB-5464	-0.6387
brca_metabric	MB-5465	-0.011
brca_metabric	MB-5468	-0.3722
brca_metabric	MB-5470	-0.349
brca_metabric	MB-5471	0.2262
brca_metabric	MB-5472	-0.0098
brca_metabric	MB-5473	0.3164
brca_metabric	MB-5474	-0.3197
brca_metabric	MB-5475	-0.0767
brca_metabric	MB-5477	-0.2045
brca_metabric	MB-5478	0.5672
brca_metabric	MB-5481	-0.2058
brca_metabric	MB-5482	-0.2364
brca_metabric	MB-5483	1.3115
brca_metabric	MB-5484	0.0476
brca_metabric	MB-5485	-0.0313
brca_metabric	MB-5486	0.1213
brca_metabric	MB-5489	0.0716
brca_metabric	MB-5490	0.3476
brca_metabric	MB-5491	-0.5531
brca_metabric	MB-5492	0.3925
brca_metabric	MB-5493	-0.4851
brca_metabric	MB-5495	0.7585
brca_metabric	MB-5497	0.1652
brca_metabric	MB-5498	0.4502
brca_metabric	MB-5499	-0.4782
brca_metabric	MB-5502	-0.6571
brca_metabric	MB-5505	-0.2575
brca_metabric	MB-5510	0.1556
brca_metabric	MB-5511	-0.2325
brca_metabric	MB-5513	-0.7919
brca_metabric	MB-5514	0.1263
brca_metabric	MB-5518	-1.2815
brca_metabric	MB-5519	-0.6621
brca_metabric	MB-5520	0.3676
brca_metabric	MB-5521	0.0345
brca_metabric	MB-5525	-0.3875
brca_metabric	MB-5526	-0.2282
brca_metabric	MB-5527	-0.2087
brca_metabric	MB-5529	-0.2903
brca_metabric	MB-5530	-0.285
brca_metabric	MB-5531	-0.0175
brca_metabric	MB-5532	-1.1179
brca_metabric	MB-5533	0.4455
brca_metabric	MB-5534	-0.5469
brca_metabric	MB-5535	-0.0177
brca_metabric	MB-5540	-0.4544
brca_metabric	MB-5541	-0.9951
brca_metabric	MB-5543	0.1017
brca_metabric	MB-5547	-0.37
brca_metabric	MB-5548	0.1474
brca_metabric	MB-5549	-0.2441
brca_metabric	MB-5550	-0.2936
brca_metabric	MB-5551	-0.2021
brca_metabric	MB-5552	0.108
brca_metabric	MB-5553	0.151
brca_metabric	MB-5554	0.0749
brca_metabric	MB-5556	-0.7225
brca_metabric	MB-5558	-0.1052
brca_metabric	MB-5559	-0.0808
brca_metabric	MB-5560	-0.1927
brca_metabric	MB-5562	-0.137
brca_metabric	MB-5563	-0.1206
brca_metabric	MB-5565	-0.741
brca_metabric	MB-5566	-0.3102
brca_metabric	MB-5567	-0.754
brca_metabric	MB-5571	-0.4262
brca_metabric	MB-5572	-0.3066
brca_metabric	MB-5575	-0.6107
brca_metabric	MB-5576	-0.1302
brca_metabric	MB-5577	-0.6061
brca_metabric	MB-5579	0.497
brca_metabric	MB-5580	0.4231
brca_metabric	MB-5582	-0.5407
brca_metabric	MB-5583	1.043
brca_metabric	MB-5584	-0.0788
brca_metabric	MB-5588	0.8218
brca_metabric	MB-5589	-0.1508
brca_metabric	MB-5590	-0.1915
brca_metabric	MB-5591	0.3371
brca_metabric	MB-5592	-0.3269
brca_metabric	MB-5593	-0.632
brca_metabric	MB-5596	4.8688
brca_metabric	MB-5597	0.017
brca_metabric	MB-5599	-0.1352
brca_metabric	MB-5601	-0.5445
brca_metabric	MB-5602	-0.4314
brca_metabric	MB-5603	-0.3549
brca_metabric	MB-5604	-0.0952
brca_metabric	MB-5605	-0.456
brca_metabric	MB-5613	0.1458
brca_metabric	MB-5614	0.1842
brca_metabric	MB-5616	-0.3789
brca_metabric	MB-5617	-0.4831
brca_metabric	MB-5620	-0.3792
brca_metabric	MB-5622	-1.2657
brca_metabric	MB-5623	0.343
brca_metabric	MB-5624	-0.4664
brca_metabric	MB-5626	-0.1567
brca_metabric	MB-5628	-0.1722
brca_metabric	MB-5629	-0.6097
brca_metabric	MB-5632	0.1653
brca_metabric	MB-5633	-0.3454
brca_metabric	MB-5634	0.0384
brca_metabric	MB-5635	0.0746
brca_metabric	MB-5636	-0.0934
brca_metabric	MB-5638	0.2271
brca_metabric	MB-5640	1.8304
brca_metabric	MB-5641	-0.3537
brca_metabric	MB-5642	6.6049
brca_metabric	MB-5645	-0.3686
brca_metabric	MB-5646	-0.4632
brca_metabric	MB-5647	-0.2774
brca_metabric	MB-5651	0.3526
brca_metabric	MB-5652	-0.045
brca_metabric	MB-5653	-0.5224
