STUDY_ID	SAMPLE_ID	FN1
brca_metabric	MB-3510	5.764436041
brca_metabric	MB-3525	5.501249816
brca_metabric	MB-3526	5.560267261
brca_metabric	MB-3528	5.6862411
brca_metabric	MB-3530	5.945512419
brca_metabric	MB-3536	6.115626917
brca_metabric	MB-3545	5.841198973
brca_metabric	MB-3548	5.981211344
brca_metabric	MB-3556	6.293441082
brca_metabric	MB-3567	5.987356386
brca_metabric	MB-3576	6.386561148
brca_metabric	MB-3582	5.904951778
brca_metabric	MB-3600	6.165091764
brca_metabric	MB-3606	6.379495129
brca_metabric	MB-3614	6.61586061
brca_metabric	MB-3702	5.508402368
brca_metabric	MB-3706	6.148976507
brca_metabric	MB-3707	6.029555591
brca_metabric	MB-3711	6.002162087
brca_metabric	MB-3748	5.629943255
brca_metabric	MB-3752	5.645916296
brca_metabric	MB-3754	6.776657009
brca_metabric	MB-3781	5.660511561
brca_metabric	MB-3797	5.41843337
brca_metabric	MB-3824	5.883995588
brca_metabric	MB-3838	5.603854971
brca_metabric	MB-3840	5.972105388
brca_metabric	MB-3842	6.067045861
brca_metabric	MB-3850	7.519484595
brca_metabric	MB-3852	5.989516957
brca_metabric	MB-3854	6.016983769
brca_metabric	MB-3865	6.503758705
brca_metabric	MB-3866	7.0707956
brca_metabric	MB-3871	6.043350646
brca_metabric	MB-3874	6.349127981
brca_metabric	MB-3978	6.292267761
brca_metabric	MB-4000	5.665232082
brca_metabric	MB-4001	5.278416272
brca_metabric	MB-4003	6.914735104
brca_metabric	MB-4004	5.871737119
brca_metabric	MB-4005	5.552288976
brca_metabric	MB-4008	6.434013577
brca_metabric	MB-4010	6.127353291
brca_metabric	MB-4011	5.927752895
brca_metabric	MB-4012	5.289538576
brca_metabric	MB-4015	6.745429619
brca_metabric	MB-4017	5.395362376
brca_metabric	MB-4018	5.249342996
brca_metabric	MB-4024	5.636079427
brca_metabric	MB-4033	5.797419015
brca_metabric	MB-4046	5.701225754
brca_metabric	MB-4059	5.657968282
brca_metabric	MB-4079	5.498213948
brca_metabric	MB-4091	5.384860673
brca_metabric	MB-4098	5.320518164
brca_metabric	MB-4119	5.413488835
brca_metabric	MB-4120	5.732085418
brca_metabric	MB-4126	5.906551871
brca_metabric	MB-4127	5.250644232
brca_metabric	MB-4139	5.541324814
brca_metabric	MB-4140	5.698079512
brca_metabric	MB-4141	5.52613332
brca_metabric	MB-4145	5.677031982
brca_metabric	MB-4146	5.489240343
brca_metabric	MB-4148	5.738282682
brca_metabric	MB-4154	5.808635822
brca_metabric	MB-4171	5.789190058
brca_metabric	MB-4173	5.787964397
brca_metabric	MB-4189	5.428973891
brca_metabric	MB-4212	5.722580127
brca_metabric	MB-4213	5.637690787
brca_metabric	MB-4222	5.722327334
brca_metabric	MB-4224	5.684782466
brca_metabric	MB-4230	5.795601621
brca_metabric	MB-4233	5.994102578
brca_metabric	MB-4234	5.824368898
brca_metabric	MB-4235	5.677840435
brca_metabric	MB-4236	5.352379239
brca_metabric	MB-4250	5.645639251
brca_metabric	MB-4254	5.651501589
brca_metabric	MB-4264	5.680666169
brca_metabric	MB-4266	6.032767385
brca_metabric	MB-4270	5.935790337
brca_metabric	MB-4274	5.669558271
brca_metabric	MB-4276	6.272043469
brca_metabric	MB-4278	5.365112195
brca_metabric	MB-4281	5.851802039
brca_metabric	MB-4282	5.962129478
brca_metabric	MB-4283	6.664090339
brca_metabric	MB-4289	5.391203569
brca_metabric	MB-4292	5.831086335
brca_metabric	MB-4293	5.868190146
brca_metabric	MB-4300	5.567475028
brca_metabric	MB-4303	6.540458269
brca_metabric	MB-4306	5.968474934
brca_metabric	MB-4310	5.258172004
brca_metabric	MB-4313	5.866971275
brca_metabric	MB-4317	5.249006929
brca_metabric	MB-4318	5.361104708
brca_metabric	MB-4322	6.088283464
brca_metabric	MB-4323	5.625157423
brca_metabric	MB-4324	5.67886006
brca_metabric	MB-4328	5.787438834
brca_metabric	MB-4329	5.979352196
brca_metabric	MB-4331	5.539666141
brca_metabric	MB-4332	5.39939453
brca_metabric	MB-4333	5.210969856
brca_metabric	MB-4339	5.60253429
brca_metabric	MB-4341	6.411171182
brca_metabric	MB-4342	6.216868821
brca_metabric	MB-4343	5.614964734
brca_metabric	MB-4348	5.663159049
brca_metabric	MB-4350	7.131996217
brca_metabric	MB-4351	5.35068022
brca_metabric	MB-4353	6.007642587
brca_metabric	MB-4354	5.766594559
brca_metabric	MB-4357	5.409834748
brca_metabric	MB-4360	5.803713624
brca_metabric	MB-4362	5.474909795
brca_metabric	MB-4368	5.866947659
brca_metabric	MB-4374	5.849146068
brca_metabric	MB-4375	5.474433541
brca_metabric	MB-4381	5.642170396
brca_metabric	MB-4390	6.015662164
brca_metabric	MB-4395	5.441837368
brca_metabric	MB-4407	6.055332274
brca_metabric	MB-4408	5.435550078
brca_metabric	MB-4416	5.845227573
brca_metabric	MB-4417	5.47423976
brca_metabric	MB-4418	5.521022617
brca_metabric	MB-4421	5.536427046
brca_metabric	MB-4426	5.811924028
brca_metabric	MB-4434	5.507064413
brca_metabric	MB-4442	5.945678389
brca_metabric	MB-4484	5.530198439
brca_metabric	MB-4529	5.962706591
brca_metabric	MB-4548	5.443092873
brca_metabric	MB-4557	5.522917936
brca_metabric	MB-4564	5.756960903
brca_metabric	MB-4578	5.794034514
brca_metabric	MB-4591	5.939063891
brca_metabric	MB-4593	5.256968788
brca_metabric	MB-4598	5.963992387
brca_metabric	MB-4599	6.12762401
brca_metabric	MB-4601	6.145591461
brca_metabric	MB-4602	5.266734764
brca_metabric	MB-4603	5.513085644
brca_metabric	MB-4607	6.01985849
brca_metabric	MB-4616	5.799095382
brca_metabric	MB-4618	6.281419346
brca_metabric	MB-4621	5.606974749
brca_metabric	MB-4622	5.807450739
brca_metabric	MB-4623	6.114757393
brca_metabric	MB-4626	5.486947379
brca_metabric	MB-4627	5.971527512
brca_metabric	MB-4630	5.52517385
brca_metabric	MB-4633	6.661932629
brca_metabric	MB-4634	6.185582195
brca_metabric	MB-4639	5.673403351
brca_metabric	MB-4640	6.358738289
brca_metabric	MB-4641	5.732988701
brca_metabric	MB-4642	5.857546144
brca_metabric	MB-4643	6.016675825
brca_metabric	MB-4644	6.165295995
brca_metabric	MB-4648	5.549802393
brca_metabric	MB-4649	5.613826593
brca_metabric	MB-4651	5.690479038
brca_metabric	MB-4653	5.528386925
brca_metabric	MB-4654	6.39871401
brca_metabric	MB-4655	5.26070485
brca_metabric	MB-4660	5.350688901
brca_metabric	MB-4661	6.2066418
brca_metabric	MB-4663	7.452118241
brca_metabric	MB-4665	6.181391953
brca_metabric	MB-4666	6.199411094
brca_metabric	MB-4667	5.910415682
brca_metabric	MB-4669	5.424689426
brca_metabric	MB-4670	5.767475104
brca_metabric	MB-4671	6.197475011
brca_metabric	MB-4672	6.747015214
brca_metabric	MB-4673	5.923364156
brca_metabric	MB-4674	5.688031463
brca_metabric	MB-4675	5.499226686
brca_metabric	MB-4679	5.519116476
brca_metabric	MB-4681	6.066498895
brca_metabric	MB-4682	5.544257436
brca_metabric	MB-4685	5.600408315
brca_metabric	MB-4686	6.001239406
brca_metabric	MB-4687	6.126709072
brca_metabric	MB-4688	5.735177743
brca_metabric	MB-4691	5.886981413
brca_metabric	MB-4692	5.355885772
brca_metabric	MB-4694	5.756181499
brca_metabric	MB-4695	5.344865106
brca_metabric	MB-4696	5.875914619
brca_metabric	MB-4697	5.601245953
brca_metabric	MB-4698	5.915383733
brca_metabric	MB-4701	5.918347713
brca_metabric	MB-4702	5.733619346
brca_metabric	MB-4704	5.878233157
brca_metabric	MB-4705	5.609844153
brca_metabric	MB-4706	5.934983926
brca_metabric	MB-4707	5.911239837
brca_metabric	MB-4708	5.43380676
brca_metabric	MB-4709	5.585413952
brca_metabric	MB-4710	5.625998548
brca_metabric	MB-4711	5.900338004
brca_metabric	MB-4712	5.280721024
brca_metabric	MB-4714	5.518604953
brca_metabric	MB-4715	5.816274897
brca_metabric	MB-4716	5.720062761
brca_metabric	MB-4717	6.07475535
brca_metabric	MB-4718	5.607042835
brca_metabric	MB-4719	6.144585457
brca_metabric	MB-4721	5.547519057
brca_metabric	MB-4722	5.875368275
brca_metabric	MB-4723	6.053020394
brca_metabric	MB-4724	7.049990172
brca_metabric	MB-4725	6.253404346
brca_metabric	MB-4729	5.807879594
brca_metabric	MB-4730	5.825131486
brca_metabric	MB-4731	6.329753114
brca_metabric	MB-4732	5.572129288
brca_metabric	MB-4733	5.89196195
brca_metabric	MB-4735	6.058901476
brca_metabric	MB-4737	6.793076255
brca_metabric	MB-4738	5.415604863
brca_metabric	MB-4739	6.699924004
brca_metabric	MB-4741	5.475848146
brca_metabric	MB-4742	5.770502035
brca_metabric	MB-4743	5.720148204
brca_metabric	MB-4744	5.645177658
brca_metabric	MB-4745	5.785941503
brca_metabric	MB-4746	5.708151044
brca_metabric	MB-4749	5.694711553
brca_metabric	MB-4750	5.817754709
brca_metabric	MB-4752	6.24363751
brca_metabric	MB-4757	5.988552669
brca_metabric	MB-4758	6.552381117
brca_metabric	MB-4760	6.206369526
brca_metabric	MB-4762	6.178084075
brca_metabric	MB-4763	5.807793915
brca_metabric	MB-4764	6.207580315
brca_metabric	MB-4767	5.548599748
brca_metabric	MB-4769	5.936400369
brca_metabric	MB-4770	6.237980638
brca_metabric	MB-4771	5.647957555
brca_metabric	MB-4778	5.689185449
brca_metabric	MB-4779	6.704974645
brca_metabric	MB-4782	5.480503259
brca_metabric	MB-4784	5.311936051
brca_metabric	MB-4785	5.992065749
brca_metabric	MB-4787	5.827464604
brca_metabric	MB-4790	5.346260924
brca_metabric	MB-4791	5.914484468
brca_metabric	MB-4792	5.828990652
brca_metabric	MB-4793	5.782811121
brca_metabric	MB-4794	5.768005949
brca_metabric	MB-4796	5.898600301
brca_metabric	MB-4797	5.422634419
brca_metabric	MB-4798	5.490867543
brca_metabric	MB-4800	6.288267168
brca_metabric	MB-4801	6.013313799
brca_metabric	MB-4802	5.537327875
brca_metabric	MB-4805	6.327235888
brca_metabric	MB-4806	5.9855555
brca_metabric	MB-4809	5.730247781
brca_metabric	MB-4814	5.353298477
brca_metabric	MB-4818	5.621546761
brca_metabric	MB-4820	5.699312301
brca_metabric	MB-4822	5.922759289
brca_metabric	MB-4825	5.984068131
brca_metabric	MB-4827	6.011796348
brca_metabric	MB-4828	5.588591635
brca_metabric	MB-4829	5.580653336
brca_metabric	MB-4832	6.05650739
brca_metabric	MB-4834	5.950554394
brca_metabric	MB-4836	5.502856903
brca_metabric	MB-4838	5.474548331
brca_metabric	MB-4839	5.702253493
brca_metabric	MB-4843	6.110203879
brca_metabric	MB-4845	5.771191305
brca_metabric	MB-4846	6.00963201
brca_metabric	MB-4849	5.660380749
brca_metabric	MB-4851	6.04764875
brca_metabric	MB-4853	5.352250183
brca_metabric	MB-4855	6.923275748
brca_metabric	MB-4858	6.019433964
brca_metabric	MB-4859	5.505105705
brca_metabric	MB-4860	6.028906954
brca_metabric	MB-4862	6.174670074
brca_metabric	MB-4865	6.024918372
brca_metabric	MB-4866	5.77372204
brca_metabric	MB-4867	6.28901508
brca_metabric	MB-4869	5.986147658
brca_metabric	MB-4870	5.638836843
brca_metabric	MB-4871	6.013014188
brca_metabric	MB-4872	5.664446298
brca_metabric	MB-4873	6.07806486
brca_metabric	MB-4876	5.804754184
brca_metabric	MB-4878	5.898320411
brca_metabric	MB-4879	6.103735433
brca_metabric	MB-4880	5.457488842
brca_metabric	MB-4881	6.405355014
brca_metabric	MB-4882	6.278301746
brca_metabric	MB-4883	6.413813929
brca_metabric	MB-4886	6.549603174
brca_metabric	MB-4887	6.01474221
brca_metabric	MB-4888	6.048618633
brca_metabric	MB-4893	5.768876365
brca_metabric	MB-4894	5.801051762
brca_metabric	MB-4896	6.024142847
brca_metabric	MB-4897	5.747820706
brca_metabric	MB-4898	5.642553457
brca_metabric	MB-4899	5.840493883
brca_metabric	MB-4900	7.302355099
brca_metabric	MB-4904	5.681759856
brca_metabric	MB-4906	5.642831855
brca_metabric	MB-4908	6.606206093
brca_metabric	MB-4911	5.517768844
brca_metabric	MB-4912	5.874259997
brca_metabric	MB-4925	6.231879278
brca_metabric	MB-4928	6.061026159
brca_metabric	MB-4929	5.935951296
brca_metabric	MB-4930	5.989764996
brca_metabric	MB-4931	5.768863942
brca_metabric	MB-4933	5.745235175
brca_metabric	MB-4934	5.615093621
brca_metabric	MB-4935	6.035256633
brca_metabric	MB-4937	6.342137685
brca_metabric	MB-4938	6.19077258
brca_metabric	MB-4941	6.083891853
brca_metabric	MB-4942	5.297175708
brca_metabric	MB-4944	5.863355167
brca_metabric	MB-4945	5.781777799
brca_metabric	MB-4949	5.695248707
brca_metabric	MB-4950	6.290932973
brca_metabric	MB-4952	6.064196205
brca_metabric	MB-4956	5.777451512
brca_metabric	MB-4957	5.296097411
brca_metabric	MB-4959	6.347601349
brca_metabric	MB-4961	5.918847047
brca_metabric	MB-4962	6.033837976
brca_metabric	MB-4965	5.925643414
brca_metabric	MB-4966	6.300291205
brca_metabric	MB-4967	6.159445793
brca_metabric	MB-4968	5.297759478
brca_metabric	MB-4969	5.987318183
brca_metabric	MB-4970	5.721946428
brca_metabric	MB-4974	5.958659933
brca_metabric	MB-4976	6.155896681
brca_metabric	MB-4977	5.835455609
brca_metabric	MB-4978	5.545468974
brca_metabric	MB-4981	6.056566847
brca_metabric	MB-4982	6.443948357
brca_metabric	MB-4986	6.226356681
brca_metabric	MB-4987	5.5619485
brca_metabric	MB-4991	6.131456352
brca_metabric	MB-4992	6.286197651
brca_metabric	MB-4993	6.351795769
brca_metabric	MB-4994	6.558968061
brca_metabric	MB-4996	5.108571085
brca_metabric	MB-4998	5.664243488
brca_metabric	MB-4999	5.673452125
brca_metabric	MB-5001	5.378507641
brca_metabric	MB-5004	6.057636298
brca_metabric	MB-5008	5.575743856
brca_metabric	MB-5011	5.721816503
brca_metabric	MB-5013	5.628387586
brca_metabric	MB-5014	5.651489526
brca_metabric	MB-5015	5.60723737
brca_metabric	MB-5017	5.833916355
brca_metabric	MB-5018	5.915553728
brca_metabric	MB-5019	6.015294492
brca_metabric	MB-5020	6.118364244
brca_metabric	MB-5027	6.476724762
brca_metabric	MB-5033	5.37082849
brca_metabric	MB-5035	5.955996181
brca_metabric	MB-5039	5.556548959
brca_metabric	MB-5040	5.952248497
brca_metabric	MB-5041	5.327131108
brca_metabric	MB-5043	6.107041841
brca_metabric	MB-5044	5.521606886
brca_metabric	MB-5045	6.007629189
brca_metabric	MB-5048	6.238278364
brca_metabric	MB-5049	6.486839896
brca_metabric	MB-5050	6.157222794
brca_metabric	MB-5052	6.373828393
brca_metabric	MB-5053	6.573679904
brca_metabric	MB-5054	6.014242676
brca_metabric	MB-5057	5.908623257
brca_metabric	MB-5058	6.132166172
brca_metabric	MB-5059	6.02639629
brca_metabric	MB-5060	6.163608217
brca_metabric	MB-5061	5.741754879
brca_metabric	MB-5062	5.368436321
brca_metabric	MB-5063	7.06583154
brca_metabric	MB-5064	5.471500003
brca_metabric	MB-5065	6.229772361
brca_metabric	MB-5066	5.587286497
brca_metabric	MB-5068	5.445273545
brca_metabric	MB-5070	6.092674316
brca_metabric	MB-5072	6.154772318
brca_metabric	MB-5073	6.10622018
brca_metabric	MB-5074	5.581184997
brca_metabric	MB-5078	7.90457382
brca_metabric	MB-5079	5.733051592
brca_metabric	MB-5081	6.42415153
brca_metabric	MB-5084	6.032374065
brca_metabric	MB-5086	5.552041612
brca_metabric	MB-5088	5.873840746
brca_metabric	MB-5092	5.452660154
brca_metabric	MB-5093	6.534917568
brca_metabric	MB-5097	5.810574079
brca_metabric	MB-5098	5.424979557
brca_metabric	MB-5100	5.507328587
brca_metabric	MB-5101	5.309889821
brca_metabric	MB-5102	5.432588916
brca_metabric	MB-5105	5.933871237
brca_metabric	MB-5107	6.013380953
brca_metabric	MB-5110	5.53565366
brca_metabric	MB-5113	6.172682697
brca_metabric	MB-5114	6.035358327
brca_metabric	MB-5115	5.792471229
brca_metabric	MB-5116	6.024041893
brca_metabric	MB-5117	5.975166725
brca_metabric	MB-5118	5.486986
brca_metabric	MB-5119	5.52956261
brca_metabric	MB-5120	6.067754853
brca_metabric	MB-5121	5.58549825
brca_metabric	MB-5122	5.218140231
brca_metabric	MB-5123	5.746281897
brca_metabric	MB-5124	6.479968329
brca_metabric	MB-5126	6.035427085
brca_metabric	MB-5127	5.830615976
brca_metabric	MB-5130	5.366839189
brca_metabric	MB-5134	6.769566529
brca_metabric	MB-5135	5.621759298
brca_metabric	MB-5138	5.695981624
brca_metabric	MB-5139	5.715199713
brca_metabric	MB-5143	5.86882853
brca_metabric	MB-5144	6.401386307
brca_metabric	MB-5145	5.734567251
brca_metabric	MB-5147	6.925925425
brca_metabric	MB-5148	6.1729012
brca_metabric	MB-5150	5.615279888
brca_metabric	MB-5152	6.012725959
brca_metabric	MB-5154	5.584564773
brca_metabric	MB-5155	6.309765419
brca_metabric	MB-5157	6.040876634
brca_metabric	MB-5160	5.426540418
brca_metabric	MB-5161	6.123117079
brca_metabric	MB-5162	6.804158798
brca_metabric	MB-5163	5.856175768
brca_metabric	MB-5164	5.747906442
brca_metabric	MB-5166	6.608622611
brca_metabric	MB-5167	5.611949103
brca_metabric	MB-5169	5.812511738
brca_metabric	MB-5171	5.633433394
brca_metabric	MB-5172	5.882902004
brca_metabric	MB-5173	6.640460307
brca_metabric	MB-5174	5.762495556
brca_metabric	MB-5175	6.647985338
brca_metabric	MB-5176	6.262513326
brca_metabric	MB-5177	5.327233686
brca_metabric	MB-5178	5.638372695
brca_metabric	MB-5179	5.335530717
brca_metabric	MB-5182	6.216757556
brca_metabric	MB-5183	5.532690033
brca_metabric	MB-5184	5.680720308
brca_metabric	MB-5185	6.050847652
brca_metabric	MB-5186	5.634910096
brca_metabric	MB-5188	7.006836398
brca_metabric	MB-5189	6.001650344
brca_metabric	MB-5190	5.567999259
brca_metabric	MB-5191	6.156083792
brca_metabric	MB-5193	5.640455789
brca_metabric	MB-5195	6.619580951
brca_metabric	MB-5196	6.06941452
brca_metabric	MB-5197	5.688648145
brca_metabric	MB-5199	6.701316518
brca_metabric	MB-5200	6.040640133
brca_metabric	MB-5201	5.743183874
brca_metabric	MB-5204	5.725874949
brca_metabric	MB-5205	6.209286834
brca_metabric	MB-5206	6.142248799
brca_metabric	MB-5208	5.971721719
brca_metabric	MB-5209	5.4750804
brca_metabric	MB-5211	5.514658028
brca_metabric	MB-5212	6.226635863
brca_metabric	MB-5213	6.186252441
brca_metabric	MB-5214	5.42374611
brca_metabric	MB-5215	5.652528011
brca_metabric	MB-5218	6.486509133
brca_metabric	MB-5221	5.918658641
brca_metabric	MB-5222	6.349671998
brca_metabric	MB-5223	6.729047484
brca_metabric	MB-5224	5.936210552
brca_metabric	MB-5225	5.856005961
brca_metabric	MB-5226	6.268786379
brca_metabric	MB-5227	5.954520222
brca_metabric	MB-5228	6.152350013
brca_metabric	MB-5229	6.529748525
brca_metabric	MB-5230	5.65401677
brca_metabric	MB-5231	6.033573887
brca_metabric	MB-5232	5.960063218
brca_metabric	MB-5233	5.66421044
brca_metabric	MB-5235	5.189564822
brca_metabric	MB-5236	5.668607775
brca_metabric	MB-5238	5.860938536
brca_metabric	MB-5239	5.704795396
brca_metabric	MB-5240	5.90758822
brca_metabric	MB-5243	6.011824565
brca_metabric	MB-5244	5.564786199
brca_metabric	MB-5251	5.692155779
brca_metabric	MB-5253	5.46932197
brca_metabric	MB-5256	5.527446391
brca_metabric	MB-5258	5.792505061
brca_metabric	MB-5259	6.136031972
brca_metabric	MB-5260	5.660560296
brca_metabric	MB-5261	6.220086578
brca_metabric	MB-5264	6.487130327
brca_metabric	MB-5266	5.645023543
brca_metabric	MB-5267	5.644081358
brca_metabric	MB-5268	6.041138837
brca_metabric	MB-5270	5.932323598
brca_metabric	MB-5271	5.400791236
brca_metabric	MB-5272	5.635283024
brca_metabric	MB-5273	5.641454568
brca_metabric	MB-5275	5.855303653
brca_metabric	MB-5277	5.581510587
brca_metabric	MB-5278	6.103240099
brca_metabric	MB-5279	5.654735869
brca_metabric	MB-5280	5.535233758
brca_metabric	MB-5281	6.303636532
brca_metabric	MB-5284	5.560808789
brca_metabric	MB-5287	5.899435334
brca_metabric	MB-5288	5.690938903
brca_metabric	MB-5290	5.985721385
brca_metabric	MB-5291	5.920233037
brca_metabric	MB-5292	6.344819508
brca_metabric	MB-5293	5.546229062
brca_metabric	MB-5294	5.58816838
brca_metabric	MB-5295	5.954236668
brca_metabric	MB-5296	5.824220098
brca_metabric	MB-5298	5.756666667
brca_metabric	MB-5299	5.664183691
brca_metabric	MB-5300	6.217812388
brca_metabric	MB-5305	6.151686282
brca_metabric	MB-5306	5.606746185
brca_metabric	MB-5308	5.399246061
brca_metabric	MB-5310	6.092191596
brca_metabric	MB-5311	6.330238001
brca_metabric	MB-5312	6.003876587
brca_metabric	MB-5313	5.541620376
brca_metabric	MB-5315	5.975143216
brca_metabric	MB-5317	5.164418084
brca_metabric	MB-5318	6.516356656
brca_metabric	MB-5322	5.94252435
brca_metabric	MB-5323	5.774500053
brca_metabric	MB-5324	6.091569585
brca_metabric	MB-5326	5.282035098
brca_metabric	MB-5327	6.549279898
brca_metabric	MB-5328	6.045927338
brca_metabric	MB-5329	6.921793072
brca_metabric	MB-5330	6.723411861
brca_metabric	MB-5331	6.044701194
brca_metabric	MB-5332	6.778730756
brca_metabric	MB-5334	6.263628792
brca_metabric	MB-5335	6.430873706
brca_metabric	MB-5338	6.907855071
brca_metabric	MB-5339	5.721588552
brca_metabric	MB-5341	5.836285949
brca_metabric	MB-5345	6.330314286
brca_metabric	MB-5346	5.559214522
brca_metabric	MB-5347	5.41207089
brca_metabric	MB-5348	5.54204238
brca_metabric	MB-5350	6.805174194
brca_metabric	MB-5351	5.081140849
brca_metabric	MB-5358	5.800900143
brca_metabric	MB-5360	6.104983705
brca_metabric	MB-5361	5.863836805
brca_metabric	MB-5364	5.30859447
brca_metabric	MB-5365	5.680576158
brca_metabric	MB-5366	6.649555683
brca_metabric	MB-5368	5.525614233
brca_metabric	MB-5369	6.14742119
brca_metabric	MB-5370	5.744798185
brca_metabric	MB-5373	6.006469651
brca_metabric	MB-5377	6.349183983
brca_metabric	MB-5378	5.777321261
brca_metabric	MB-5381	5.942806678
brca_metabric	MB-5382	6.555576082
brca_metabric	MB-5383	6.487465883
brca_metabric	MB-5384	5.957773465
brca_metabric	MB-5386	5.665200955
brca_metabric	MB-5388	5.794203495
brca_metabric	MB-5389	5.819764186
brca_metabric	MB-5390	5.825080387
brca_metabric	MB-5392	6.772356372
brca_metabric	MB-5393	5.055347605
brca_metabric	MB-5395	5.946075923
brca_metabric	MB-5396	5.915943955
brca_metabric	MB-5397	6.195737978
brca_metabric	MB-5398	5.703665019
brca_metabric	MB-5399	5.452303366
brca_metabric	MB-5401	6.213288452
brca_metabric	MB-5402	6.162196013
brca_metabric	MB-5403	5.684708367
brca_metabric	MB-5404	6.042230878
brca_metabric	MB-5405	5.725154584
brca_metabric	MB-5406	5.653866332
brca_metabric	MB-5407	5.801720654
brca_metabric	MB-5408	6.031130383
brca_metabric	MB-5409	6.210055274
brca_metabric	MB-5410	5.696226421
brca_metabric	MB-5411	6.122498692
brca_metabric	MB-5412	6.596028304
brca_metabric	MB-5414	5.884686406
brca_metabric	MB-5417	5.490365982
brca_metabric	MB-5418	5.964501839
brca_metabric	MB-5420	5.411308044
brca_metabric	MB-5421	5.681811211
brca_metabric	MB-5422	6.040158161
brca_metabric	MB-5424	5.478354874
brca_metabric	MB-5425	6.367143485
brca_metabric	MB-5426	5.753474601
brca_metabric	MB-5427	5.669417391
brca_metabric	MB-5428	5.772271902
brca_metabric	MB-5429	5.837835838
brca_metabric	MB-5431	6.071381269
brca_metabric	MB-5432	5.751753597
brca_metabric	MB-5433	5.814210749
brca_metabric	MB-5434	5.197508611
brca_metabric	MB-5435	6.019546139
brca_metabric	MB-5440	5.772510093
brca_metabric	MB-5441	5.251237512
brca_metabric	MB-5442	5.68076031
brca_metabric	MB-5444	5.582886602
brca_metabric	MB-5446	6.23139826
brca_metabric	MB-5447	6.122735586
brca_metabric	MB-5450	5.352092941
brca_metabric	MB-5451	5.811799259
brca_metabric	MB-5452	5.410771822
brca_metabric	MB-5453	5.599553157
brca_metabric	MB-5454	5.762405043
brca_metabric	MB-5455	6.244308953
brca_metabric	MB-5457	6.430901604
brca_metabric	MB-5458	5.93998899
brca_metabric	MB-5459	6.272531678
brca_metabric	MB-5463	5.209035239
brca_metabric	MB-5464	5.540980214
brca_metabric	MB-5465	6.354758268
brca_metabric	MB-5468	6.13947353
brca_metabric	MB-5470	5.924898972
brca_metabric	MB-5471	6.085141184
brca_metabric	MB-5472	6.158373269
brca_metabric	MB-5473	6.172014863
brca_metabric	MB-5474	5.83740946
brca_metabric	MB-5475	5.964915699
brca_metabric	MB-5477	5.979255866
brca_metabric	MB-5478	5.635713673
brca_metabric	MB-5481	7.295822599
brca_metabric	MB-5482	5.839804471
brca_metabric	MB-5483	6.037078491
brca_metabric	MB-5484	5.739833869
brca_metabric	MB-5485	5.370850157
brca_metabric	MB-5486	6.004188719
brca_metabric	MB-5489	5.834387691
brca_metabric	MB-5490	5.88094637
brca_metabric	MB-5491	5.704684966
brca_metabric	MB-5492	5.284663231
brca_metabric	MB-5493	5.541247847
brca_metabric	MB-5495	5.985267065
brca_metabric	MB-5497	5.689838729
brca_metabric	MB-5498	5.88891693
brca_metabric	MB-5499	5.627581471
brca_metabric	MB-5502	6.175862708
brca_metabric	MB-5505	5.539217683
brca_metabric	MB-5510	5.97011196
brca_metabric	MB-5511	6.085772183
brca_metabric	MB-5513	5.725329595
brca_metabric	MB-5514	5.395825637
brca_metabric	MB-5518	6.730309191
brca_metabric	MB-5519	5.88026321
brca_metabric	MB-5520	6.131643266
brca_metabric	MB-5521	5.739143178
brca_metabric	MB-5525	6.144929843
brca_metabric	MB-5526	5.653216355
brca_metabric	MB-5527	5.508356312
brca_metabric	MB-5529	5.830819855
brca_metabric	MB-5530	5.460612033
brca_metabric	MB-5531	6.375685059
brca_metabric	MB-5532	5.851557941
brca_metabric	MB-5533	5.779436669
brca_metabric	MB-5534	5.618306543
brca_metabric	MB-5535	5.970383419
brca_metabric	MB-5540	6.040355465
brca_metabric	MB-5541	6.004997573
brca_metabric	MB-5543	6.238735919
brca_metabric	MB-5547	5.637604315
brca_metabric	MB-5548	6.424072021
brca_metabric	MB-5549	5.912073107
brca_metabric	MB-5550	5.655310193
brca_metabric	MB-5551	5.917165135
brca_metabric	MB-5552	6.124027644
brca_metabric	MB-5553	5.421882361
brca_metabric	MB-5554	5.610518308
brca_metabric	MB-5556	6.169834632
brca_metabric	MB-5558	5.491437571
brca_metabric	MB-5559	5.533608723
brca_metabric	MB-5560	5.51529763
brca_metabric	MB-5562	5.81700541
brca_metabric	MB-5563	5.635787536
brca_metabric	MB-5565	6.229917975
brca_metabric	MB-5566	5.648535308
brca_metabric	MB-5567	5.771909443
brca_metabric	MB-5571	5.868619671
brca_metabric	MB-5572	5.866950465
brca_metabric	MB-5575	5.654951
brca_metabric	MB-5576	6.253603529
brca_metabric	MB-5577	5.556544438
brca_metabric	MB-5579	5.788070558
brca_metabric	MB-5580	5.401941484
brca_metabric	MB-5582	5.700585485
brca_metabric	MB-5583	5.718804124
brca_metabric	MB-5584	5.941513535
brca_metabric	MB-5588	5.666572168
brca_metabric	MB-5589	6.126338948
brca_metabric	MB-5590	5.643992844
brca_metabric	MB-5591	5.536226945
brca_metabric	MB-5592	5.859240178
brca_metabric	MB-5593	5.631910324
brca_metabric	MB-5596	5.087688626
brca_metabric	MB-5597	5.953389183
