STUDY_ID	SAMPLE_ID	ANGPT2
brca_metabric	MB-0628	0.6228
brca_metabric	MB-0630	0.5734
brca_metabric	MB-0631	1.8015
brca_metabric	MB-0632	0.0348
brca_metabric	MB-0634	3.5614
brca_metabric	MB-0636	1.0724
brca_metabric	MB-0637	0.4367
brca_metabric	MB-0638	1.8267
brca_metabric	MB-0639	0.9235
brca_metabric	MB-0640	-1.1219
brca_metabric	MB-0641	1.397
brca_metabric	MB-0642	1.1407
brca_metabric	MB-0643	0.3974
brca_metabric	MB-0644	0.7886
brca_metabric	MB-0646	-0.5607
brca_metabric	MB-0649	-1.1171
brca_metabric	MB-0650	-1.9266
brca_metabric	MB-0652	-1.2942
brca_metabric	MB-0653	0.177
brca_metabric	MB-0654	0.3723
brca_metabric	MB-0655	0.9253
brca_metabric	MB-0656	0.7322
brca_metabric	MB-0657	2.4977
brca_metabric	MB-0658	0.6907
brca_metabric	MB-0659	2.6171
brca_metabric	MB-0660	-0.1093
brca_metabric	MB-0661	3.4033
brca_metabric	MB-0662	0.4065
brca_metabric	MB-0663	1.2531
brca_metabric	MB-0664	0.0395
brca_metabric	MB-0666	0.098
brca_metabric	MB-0869	0.6275
brca_metabric	MB-0872	-0.8198
brca_metabric	MB-0874	-0.0119
brca_metabric	MB-0877	-0.4057
brca_metabric	MB-0880	1.1458
brca_metabric	MB-0882	-0.3762
brca_metabric	MB-0884	-2.2684
brca_metabric	MB-0891	1.5783
brca_metabric	MB-0893	0.3684
brca_metabric	MB-0895	1.1991
brca_metabric	MB-0897	-0.4921
brca_metabric	MB-0899	-0.2613
brca_metabric	MB-0901	-0.9037
brca_metabric	MB-0904	0.3412
brca_metabric	MB-0906	-0.0449
brca_metabric	MB-2513	0.9373
brca_metabric	MB-2517	3.0858
brca_metabric	MB-2536	0.6534
brca_metabric	MB-2556	1.24
brca_metabric	MB-2564	0.9358
brca_metabric	MB-2610	0.8563
brca_metabric	MB-2613	-2.4445
brca_metabric	MB-2614	-0.1664
brca_metabric	MB-2616	0.4316
brca_metabric	MB-2617	-0.1277
brca_metabric	MB-2618	1.1382
brca_metabric	MB-2624	1.4557
brca_metabric	MB-2626	0.2993
brca_metabric	MB-2629	-0.4704
brca_metabric	MB-2632	-0.2725
brca_metabric	MB-2634	-1.4348
brca_metabric	MB-2642	0.7507
brca_metabric	MB-2643	1.6073
brca_metabric	MB-2645	0.1451
brca_metabric	MB-2669	1.9585
brca_metabric	MB-2686	-0.8321
brca_metabric	MB-2705	0.2458
brca_metabric	MB-2708	-0.0297
brca_metabric	MB-2711	0.7109
brca_metabric	MB-2712	-0.6886
brca_metabric	MB-2718	0.2314
brca_metabric	MB-2721	-1.9012
brca_metabric	MB-2724	0.7084
brca_metabric	MB-2725	0.7042
brca_metabric	MB-2728	1.3893
brca_metabric	MB-2730	-1.5673
brca_metabric	MB-2735	0.8352
brca_metabric	MB-2742	0.2098
brca_metabric	MB-2744	-1.1704
brca_metabric	MB-2745	-1.5064
brca_metabric	MB-2747	1.6216
brca_metabric	MB-2749	1.4656
brca_metabric	MB-2750	0.3373
brca_metabric	MB-2752	-0.7967
brca_metabric	MB-2753	-0.6601
brca_metabric	MB-2754	-0.5607
brca_metabric	MB-2758	2.0774
brca_metabric	MB-2760	-0.2494
brca_metabric	MB-2763	-0.7315
brca_metabric	MB-2764	1.5402
brca_metabric	MB-2765	0.5873
brca_metabric	MB-2767	1.1397
brca_metabric	MB-2769	-0.9462
brca_metabric	MB-2770	-1.3355
brca_metabric	MB-2771	0.1262
brca_metabric	MB-2772	1.0756
brca_metabric	MB-2774	0.4148
brca_metabric	MB-2778	1.7196
brca_metabric	MB-2779	-1.6733
brca_metabric	MB-2781	-1.4052
brca_metabric	MB-2786	0.4078
brca_metabric	MB-2790	-0.9683
brca_metabric	MB-2791	0.0563
brca_metabric	MB-2792	1.1391
brca_metabric	MB-2793	-1.8082
brca_metabric	MB-2795	0.3848
brca_metabric	MB-2796	-0.812
brca_metabric	MB-2797	0.181
brca_metabric	MB-2801	-0.8697
brca_metabric	MB-2803	0.5803
brca_metabric	MB-2814	-0.1588
brca_metabric	MB-2815	-0.7942
brca_metabric	MB-2819	-1.344
brca_metabric	MB-2820	-1.3007
brca_metabric	MB-2821	0.073
brca_metabric	MB-2823	0.2345
brca_metabric	MB-2827	-1.0572
brca_metabric	MB-2833	-0.7747
brca_metabric	MB-2834	-0.4879
brca_metabric	MB-2835	-0.9684
brca_metabric	MB-2838	-0.9208
brca_metabric	MB-2840	-0.5292
brca_metabric	MB-2842	-0.0976
brca_metabric	MB-2843	-0.2722
brca_metabric	MB-2844	-0.398
brca_metabric	MB-2845	1.3925
brca_metabric	MB-2846	-0.3604
brca_metabric	MB-2847	-0.3137
brca_metabric	MB-2848	-0.7929
brca_metabric	MB-2849	-1.0558
brca_metabric	MB-2850	0.2623
brca_metabric	MB-2851	0.8455
brca_metabric	MB-2853	-0.0634
brca_metabric	MB-2854	-1.6527
brca_metabric	MB-2857	0.381
brca_metabric	MB-2858	-0.9499
brca_metabric	MB-2863	0.0992
brca_metabric	MB-2867	-0.6153
brca_metabric	MB-2895	-0.0126
brca_metabric	MB-2896	0.4371
brca_metabric	MB-2900	-1.0191
brca_metabric	MB-2901	-0.1437
brca_metabric	MB-2904	-0.2161
brca_metabric	MB-2912	-1.3173
brca_metabric	MB-2916	1.568
brca_metabric	MB-2917	0.6611
brca_metabric	MB-2919	0.5781
brca_metabric	MB-2922	0.6803
brca_metabric	MB-2923	0.4051
brca_metabric	MB-2927	-1.2021
brca_metabric	MB-2929	0.4444
brca_metabric	MB-2931	-0.0119
brca_metabric	MB-2932	-1.2657
brca_metabric	MB-2933	-1.0169
brca_metabric	MB-2939	2.0425
brca_metabric	MB-2944	1.495
brca_metabric	MB-2947	0.7514
brca_metabric	MB-2951	-0.6889
brca_metabric	MB-2952	-0.8471
brca_metabric	MB-2953	0.1228
brca_metabric	MB-2954	0.5803
brca_metabric	MB-2957	0.0563
brca_metabric	MB-2960	-0.0139
brca_metabric	MB-2963	0.9945
brca_metabric	MB-2964	-0.1141
brca_metabric	MB-2966	0.2586
brca_metabric	MB-2969	-0.188
brca_metabric	MB-2970	-0.2906
brca_metabric	MB-2971	0.5607
brca_metabric	MB-2977	2.4107
brca_metabric	MB-2983	-0.6704
brca_metabric	MB-2984	-1.1706
brca_metabric	MB-2990	-0.9198
brca_metabric	MB-2993	0.9948
brca_metabric	MB-2994	0.0936
brca_metabric	MB-2996	-0.7526
brca_metabric	MB-2999	0.024
brca_metabric	MB-3001	-0.4877
brca_metabric	MB-3002	0.717
brca_metabric	MB-3005	-0.4909
brca_metabric	MB-3006	0.9163
brca_metabric	MB-3007	-0.9852
brca_metabric	MB-3008	-0.4244
brca_metabric	MB-3013	1.3248
brca_metabric	MB-3014	-0.7667
brca_metabric	MB-3016	0.0795
brca_metabric	MB-3021	-0.4043
brca_metabric	MB-3025	0.8036
brca_metabric	MB-3026	1.087
brca_metabric	MB-3028	0.5443
brca_metabric	MB-3031	-1.8979
brca_metabric	MB-3032	1.4269
brca_metabric	MB-3033	-0.2041
brca_metabric	MB-3035	-0.723
brca_metabric	MB-3037	-0.604
brca_metabric	MB-3046	0.8226
brca_metabric	MB-3049	-0.3617
brca_metabric	MB-3050	-1.1171
brca_metabric	MB-3057	1.6734
brca_metabric	MB-3058	1.5561
brca_metabric	MB-3060	1.4523
brca_metabric	MB-3062	-0.5339
brca_metabric	MB-3063	1.2459
brca_metabric	MB-3064	-0.5693
brca_metabric	MB-3067	-1.6454
brca_metabric	MB-3079	-0.712
brca_metabric	MB-3083	-2.3395
brca_metabric	MB-3085	0.0193
brca_metabric	MB-3088	1.3521
brca_metabric	MB-3092	-1.7211
brca_metabric	MB-3102	-1.5714
brca_metabric	MB-3103	-0.0739
brca_metabric	MB-3104	-1.6031
brca_metabric	MB-3105	-0.6743
brca_metabric	MB-3110	-0.8382
brca_metabric	MB-3121	0.0239
brca_metabric	MB-3122	-0.843
brca_metabric	MB-3123	0.329
brca_metabric	MB-3153	0.9218
brca_metabric	MB-3165	1.2887
brca_metabric	MB-3167	-0.7053
brca_metabric	MB-3171	0.8517
brca_metabric	MB-3181	-0.7263
brca_metabric	MB-3211	-1.4066
brca_metabric	MB-3218	-0.0119
brca_metabric	MB-3222	0.2473
brca_metabric	MB-3228	1.5978
brca_metabric	MB-3235	-0.9033
brca_metabric	MB-3252	1.3458
brca_metabric	MB-3253	0.0866
brca_metabric	MB-3254	0.205
brca_metabric	MB-3266	1.0008
brca_metabric	MB-3271	-0.5082
brca_metabric	MB-3272	-0.8269
brca_metabric	MB-3275	1.4131
brca_metabric	MB-3277	-1.2206
brca_metabric	MB-3292	-1.164
brca_metabric	MB-3295	-0.3468
brca_metabric	MB-3297	-2.0711
brca_metabric	MB-3298	0.3489
brca_metabric	MB-3300	0.456
brca_metabric	MB-3301	-1.4777
brca_metabric	MB-3303	-1.1714
brca_metabric	MB-3328	-0.6736
brca_metabric	MB-3329	-0.804
brca_metabric	MB-3341	1.4686
brca_metabric	MB-3344	-1.4846
brca_metabric	MB-3350	-1.249
brca_metabric	MB-3351	-1.9343
brca_metabric	MB-3355	0.3101
brca_metabric	MB-3357	-0.2371
brca_metabric	MB-3360	0.0217
brca_metabric	MB-3361	1.2532
brca_metabric	MB-3363	-0.7407
brca_metabric	MB-3365	-0.9625
brca_metabric	MB-3367	-1.1134
brca_metabric	MB-3371	-2.0823
brca_metabric	MB-3378	-0.2505
brca_metabric	MB-3379	0.0933
brca_metabric	MB-3381	0.0833
brca_metabric	MB-3382	0.5097
brca_metabric	MB-3383	0.1696
brca_metabric	MB-3386	-0.7438
brca_metabric	MB-3388	-1.9885
brca_metabric	MB-3389	1.0103
brca_metabric	MB-3395	0.9604
brca_metabric	MB-3396	1.2182
brca_metabric	MB-3402	-1.4783
brca_metabric	MB-3403	1.1036
brca_metabric	MB-3412	0.5389
brca_metabric	MB-3417	1.1918
brca_metabric	MB-3429	0.2866
brca_metabric	MB-3430	-1.2531
