STUDY_ID	SAMPLE_ID	RASGRF1
brca_metabric	MB-3300	5.257651344
brca_metabric	MB-3301	5.335901136
brca_metabric	MB-3303	5.257197797
brca_metabric	MB-3328	5.338681397
brca_metabric	MB-3329	5.127342203
brca_metabric	MB-3341	5.103660849
brca_metabric	MB-3344	5.20052197
brca_metabric	MB-3350	5.488029124
brca_metabric	MB-3351	5.434545081
brca_metabric	MB-3355	5.576719133
brca_metabric	MB-3357	5.593677893
brca_metabric	MB-3360	5.54618253
brca_metabric	MB-3361	5.120780047
brca_metabric	MB-3363	5.231106924
brca_metabric	MB-3365	5.344096313
brca_metabric	MB-3367	5.598850729
brca_metabric	MB-3371	5.37172732
brca_metabric	MB-3378	5.320572706
brca_metabric	MB-3379	5.032379897
brca_metabric	MB-3381	5.386441317
brca_metabric	MB-3382	5.29220173
brca_metabric	MB-3383	5.219687863
brca_metabric	MB-3386	5.154122021
brca_metabric	MB-3388	5.451481185
brca_metabric	MB-3389	5.45284771
brca_metabric	MB-3395	5.31137874
brca_metabric	MB-3396	5.350887347
brca_metabric	MB-3402	5.289785089
brca_metabric	MB-3403	5.390321293
brca_metabric	MB-3412	5.411384238
brca_metabric	MB-3417	5.21914205
brca_metabric	MB-3429	5.534648691
brca_metabric	MB-3430	5.334917905
brca_metabric	MB-3435	5.155476274
brca_metabric	MB-3436	5.716188012
brca_metabric	MB-3437	5.428396084
brca_metabric	MB-3439	5.24796417
brca_metabric	MB-3450	5.369937418
brca_metabric	MB-3452	5.500885282
brca_metabric	MB-3453	5.259078985
brca_metabric	MB-3459	5.517452067
brca_metabric	MB-3462	5.278263474
brca_metabric	MB-3466	5.489461296
brca_metabric	MB-3467	5.364561714
brca_metabric	MB-3470	5.548433866
brca_metabric	MB-3476	5.412361172
brca_metabric	MB-3479	5.446304006
brca_metabric	MB-3487	5.52509214
brca_metabric	MB-3488	5.644726022
brca_metabric	MB-3490	5.281046649
brca_metabric	MB-3492	5.48932
brca_metabric	MB-3497	5.216827891
